rank,thr,uc_ct,uc_pt,uc_tt,ooc_ct,ooc_pt,ooc_tt,total_runtime,uc_ce,uc_pe,uc_te,ooc_ce,ooc_pe,ooc_te,total_energy
0,0,136.085,84.0149,45.5489,137.549,136.88,98.47,182.376,12547.5,6201.42,5938.42,11252.5,12781.1,12516.7,18672.8
3,0,136.085,106.36,58.8321,137.549,136.214,88.7138,182.376,12547.5,8428.81,7330.31,11254.7,12279.8,11180.4,18648.1
2,0,136.085,95.1284,53.6535,137.549,136.136,94.7355,182.376,12547.5,7177.04,6752.06,11250.2,12113.9,11685.8,18650.3
0,1,136.067,84.0088,53.2457,137.525,136.857,53.2457,182.376,12549.5,6200.56,5599.26,11249.3,12777.9,5599.26,18672.8
1,0,136.085,88.4327,50.2409,137.549,137.049,98.9179,182.376,12547.5,6733.53,6244.85,11253.5,12782.6,12291.9,18674.7
2,1,136.079,95.1245,60.2737,137.538,136.128,60.2737,182.376,12546.7,7176.56,6421.77,11233.1,12113,6421.77,18650.3
0,2,136.068,84.0099,53.206,137.527,136.858,53.206,182.376,12549.5,6200.56,5593.37,11249.3,12777.9,5593.37,18672.8
3,1,136.046,106.356,67.2649,137.505,136.175,67.2649,182.376,12544.1,8428.34,7118.61,11240.7,12274.5,7118.61,18648.1
1,1,136.061,88.4308,56.5699,137.52,137.021,56.5699,182.376,12544.8,6732.96,5898.01,11232.6,12778.4,5898.01,18674.7
2,2,136.079,95.1246,60.2718,137.538,136.128,60.2718,182.376,12546.8,7176.65,6304.96,11233.2,12113.1,6304.96,18650.3
0,3,136.068,84.0096,52.2163,137.526,136.857,52.2163,182.376,12549.5,6200.56,5750.51,11249.3,12777.9,5750.51,18672.8
3,2,136.045,106.355,68.2733,137.504,136.174,68.2733,182.376,12544.1,8428.34,7200,11240.7,12274.5,7200,18648.1
1,2,136.059,88.4288,56.6455,137.518,137.019,56.6455,182.376,12544.8,6732.96,5907.79,11232.6,12778.4,5907.79,18674.7
2,3,136.079,95.1248,59.2198,137.538,136.129,59.2198,182.376,12546.7,7176.56,6629.04,11233.1,12113,6629.04,18650.3
0,4,136.066,84.0084,55.6085,137.525,136.856,55.6085,182.376,12549.5,6200.56,5891.32,11249.3,12777.9,5891.32,18672.8
3,3,136.047,106.357,67.9935,137.505,136.176,67.9935,182.376,12544.1,8428.34,7557.99,11240.7,12274.5,7557.99,18648.1
1,3,136.06,88.4297,55.7517,137.519,137.02,55.7517,182.376,12544.8,6732.96,6147.44,11232.6,12778.4,6147.44,18674.7
2,4,136.08,95.1257,67.325,137.539,136.13,67.325,182.376,12546.9,7176.76,6679.01,11233.3,12113.2,6679.01,18650.3
0,5,136.067,84.0085,59.0016,137.525,136.856,59.0016,182.376,12549.5,6200.56,5816.45,11249.3,12777.9,5816.45,18672.8
3,4,136.048,106.358,72.6135,137.507,136.177,72.6135,182.376,12544.1,8428.34,7784.18,11240.7,12274.5,7784.18,18648.1
1,4,136.059,88.4287,59.6216,137.518,137.019,59.6216,182.376,12544.8,6732.96,6277.38,11232.6,12778.4,6277.38,18674.7
2,5,136.08,95.1252,63.3473,137.539,136.129,63.3473,182.376,12546.7,7176.56,6783.03,11233.1,12113,6783.03,18650.3
0,6,136.067,84.0089,59.5174,137.526,136.857,59.5174,182.376,12549.5,6200.56,6007.07,11249.3,12777.9,6007.07,18672.8
3,5,136.046,106.356,76.7193,137.504,136.174,76.7193,182.376,12544.1,8428.34,7768.26,11240.7,12274.5,7768.26,18648.1
