rank,thr,socket,uc_ct,uc_pt,uc_tt,omc_ct,omc_pt,omc_tt,ooc_ct,ooc_pt,ooc_tt,total_runtime,uc_ce,uc_pe,uc_te,omc_ce,omc_pe,omc_te,ooc_ce,ooc_pe,ooc_te,total_energy
0,0,0,1469.399135,1434.936527,1434.936527,1469.399135,1434.936527,1434.936527,1674.397228,1654.523282,1654.523282,1654.523282,221618.495056,216263.701172,216263.701172,221618.495056,216263.701172,216263.701172,258.700256,258.700256,258.700256,262402.700256
1,0,0,1469.399135,1435.256209,1435.256209,1469.399135,1435.256209,1435.256209,1674.396833,1655.176689,1655.176689,1655.176689,221618.495056,216958.331970,216958.331970,221618.495056,216958.331970,216958.331970,449.966980,449.966980,449.966980,262587.683411
2,0,0,1469.399135,1435.105804,1435.105804,1469.399135,1435.105804,1435.105804,1674.397377,1654.962272,1654.962272,1654.962272,221618.495056,216670.014221,216670.014221,221618.495056,216670.014221,216670.014221,390.649048,390.649048,390.649048,262527.586121
3,0,0,1469.399135,1434.722065,1434.722065,1469.399135,1434.722065,1434.722065,1674.395801,1655.606255,1655.606255,1655.606255,221618.495056,216829.464417,216829.464417,221618.495056,216829.464417,216829.464417,556.776184,556.776184,556.776184,262695.089783
4,0,1,1469.399135,1435.292687,1435.292687,1469.399135,1435.292687,1435.292687,1674.397238,1663.834107,1663.834107,1663.834107,221618.495056,216665.313904,216665.313904,221618.495056,216665.313904,216665.313904,2422.819275,2422.819275,2422.819275,264564.071167
5,0,1,1469.399135,1435.197829,1435.197829,1469.399135,1435.197829,1435.197829,1674.396383,1659.726793,1659.726793,1659.726793,221618.495056,216578.241516,216578.241516,221618.495056,216578.241516,216578.241516,1501.413635,1501.413635,1501.413635,263640.624268
6,0,1,1469.399135,1435.878848,1435.878848,1469.399135,1435.878848,1435.878848,1674.396520,1661.052305,1661.052305,1661.052305,221618.495056,216709.423584,216709.423584,221618.495056,216709.423584,216709.423584,1799.146057,1799.146057,1799.146057,263940.047241
7,0,1,1469.399135,1435.765258,1435.765258,1469.399135,1435.765258,1435.765258,1674.396336,1663.032441,1663.032441,1663.032441,221618.495056,216868.169739,216868.169739,221618.495056,216868.169739,216868.169739,2243.147156,2243.147156,2243.147156,264381.814148
8,0,0,1469.399135,1435.364768,1435.364768,1469.399135,1435.364768,1435.364768,1674.397144,1654.495541,1654.495541,1654.495541,221618.495056,216300.124939,216300.124939,221618.495056,216300.124939,216300.124939,250.388855,250.388855,250.388855,262388.548950
9,0,0,1469.399135,1435.006903,1435.006903,1469.399135,1435.006903,1435.006903,1674.396410,1655.200862,1655.200862,1655.200862,221618.495056,216891.597717,216891.597717,221618.495056,216891.597717,216891.597717,456.258911,456.258911,456.258911,262594.289612
10,0,0,1469.399135,1434.905567,1434.905567,1469.399135,1434.905567,1434.905567,1674.397330,1654.929488,1654.929488,1654.929488,221618.495056,216748.709717,216748.709717,221618.495056,216748.709717,216748.709717,380.976746,380.976746,380.976746,262519.337036
11,0,0,1469.399135,1434.923856,1434.923856,1469.399135,1434.923856,1434.923856,1674.396761,1655.436698,1655.436698,1655.436698,221618.495056,216788.005005,216788.005005,221618.495056,216788.005005,216788.005005,515.954346,515.954346,515.954346,262653.968567
12,0,1,1469.399135,1435.219473,1435.219473,1469.399135,1435.219473,1435.219473,1674.396339,1661.357236,1661.357236,1661.357236,221618.495056,216574.395996,216574.395996,221618.495056,216574.395996,216574.395996,1867.707886,1867.707886,1867.707886,264008.481628
13,0,1,1469.399135,1434.943915,1434.943915,1469.399135,1434.943915,1434.943915,1674.397493,1659.482173,1659.482173,1659.482173,221618.495056,216735.157349,216735.157349,221618.495056,216735.157349,216735.157349,1445.732971,1445.732971,1445.732971,263584.123840
14,0,1,1469.399135,1436.029677,1436.029677,1469.399135,1436.029677,1436.029677,1674.397366,1660.202091,1660.202091,1660.202091,221618.495056,216658.288269,216658.288269,221618.495056,216658.288269,216658.288269,1608.436096,1608.436096,1608.436096,263747.136169
15,0,1,1469.399135,1435.585946,1435.585946,1469.399135,1435.585946,1435.585946,1674.397195,1659.520473,1659.520473,1659.520473,221618.495056,216859.233582,216859.233582,221618.495056,216859.233582,216859.233582,1454.483704,1454.483704,1454.483704,263593.032776
16,0,0,1469.399135,1434.960527,1434.960527,1469.399135,1434.960527,1434.960527,1674.397486,1654.537972,1654.537972,1654.537972,221618.495056,216322.563416,216322.563416,221618.495056,216322.563416,216322.563416,263.192322,263.192322,263.192322,262399.986572
17,0,0,1469.399135,1434.813492,1434.813492,1469.399135,1434.813492,1434.813492,1674.397328,1655.083896,1655.083896,1655.083896,221618.495056,216831.025452,216831.025452,221618.495056,216831.025452,216831.025452,425.003723,425.003723,425.003723,262562.540771
18,0,0,1469.399135,1435.118830,1435.118830,1469.399135,1435.118830,1435.118830,1674.397232,1654.966820,1654.966820,1654.966820,221618.495056,216766.298279,216766.298279,221618.495056,216766.298279,216766.298279,391.961792,391.961792,391.961792,262528.780640
19,0,0,1469.399135,1435.164313,1435.164313,1469.399135,1435.164313,1435.164313,1674.396868,1655.585986,1655.585986,1655.585986,221618.495056,216872.102478,216872.102478,221618.495056,216872.102478,216872.102478,552.168274,552.168274,552.168274,262690.402466
20,0,1,1469.399135,1435.338425,1435.338425,1469.399135,1435.338425,1435.338425,1674.397480,1660.178258,1660.178258,1660.178258,221618.495056,216712.384521,216712.384521,221618.495056,216712.384521,216712.384521,1602.869751,1602.869751,1602.869751,263741.681885
21,0,1,1469.399135,1435.548630,1435.548630,1469.399135,1435.548630,1435.548630,1674.396067,1658.823174,1658.823174,1658.823174,221618.495056,216713.423401,216713.423401,221618.495056,216713.423401,216713.423401,1295.823120,1295.823120,1295.823120,263435.363831
22,0,1,1469.399135,1435.801771,1435.801771,1469.399135,1435.801771,1435.801771,1674.395864,1661.535151,1661.535151,1661.535151,221618.495056,216721.866455,216721.866455,221618.495056,216721.866455,216721.866455,1907.779968,1907.779968,1907.779968,264048.173340
23,0,1,1469.399135,1435.527502,1435.527502,1469.399135,1435.527502,1435.527502,1674.395823,1659.512830,1659.512830,1659.512830,221618.495056,216804.442749,216804.442749,221618.495056,216804.442749,216804.442749,1452.858215,1452.858215,1452.858215,263591.595459
24,0,0,1469.399135,1435.075097,1435.075097,1469.399135,1435.075097,1435.075097,1674.397070,1654.742504,1654.742504,1654.742504,221618.495056,216319.400208,216319.400208,221618.495056,216319.400208,216319.400208,325.531494,325.531494,325.531494,262462.073303
25,0,0,1469.399135,1434.699113,1434.699113,1469.399135,1434.699113,1434.699113,1674.397129,1655.178166,1655.178166,1655.178166,221618.495056,216870.869690,216870.869690,221618.495056,216870.869690,216870.869690,450.251099,450.251099,450.251099,262588.993225
26,0,0,1469.399135,1435.235270,1435.235270,1469.399135,1435.235270,1435.235270,1674.396635,1654.937378,1654.937378,1654.937378,221618.495056,216788.667664,216788.667664,221618.495056,216788.667664,216788.667664,383.383789,383.383789,383.383789,262520.738647
27,0,0,1469.399135,1434.588366,1434.588366,1469.399135,1434.588366,1434.588366,1674.396599,1655.525013,1655.525013,1655.525013,221618.495056,216715.968445,216715.968445,221618.495056,216715.968445,216715.968445,537.508240,537.508240,537.508240,262675.461975
28,0,1,1469.399135,1435.380968,1435.380968,1469.399135,1435.380968,1435.380968,1674.396575,1659.987965,1659.987965,1659.987965,221618.495056,216571.838806,216571.838806,221618.495056,216571.838806,216571.838806,1560.024658,1560.024658,1560.024658,263698.942932
29,0,1,1469.399135,1435.496669,1435.496669,1469.399135,1435.496669,1435.496669,1674.396029,1659.443039,1659.443039,1659.443039,221618.495056,216794.105957,216794.105957,221618.495056,216794.105957,216794.105957,1437.166504,1437.166504,1437.166504,263575.530334
30,0,1,1469.399135,1435.758084,1435.758084,1469.399135,1435.758084,1435.758084,1674.397118,1660.520226,1660.520226,1660.520226,221618.495056,216668.412903,216668.412903,221618.495056,216668.412903,216668.412903,1680.040222,1680.040222,1680.040222,263818.666504
31,0,1,1469.399135,1435.546544,1435.546544,1469.399135,1435.546544,1435.546544,1674.396697,1659.735960,1659.735960,1659.735960,221618.495056,216859.353699,216859.353699,221618.495056,216859.353699,216859.353699,1503.353333,1503.353333,1503.353333,263642.245056
32,0,0,1469.399135,1435.099308,1435.099308,1469.399135,1435.099308,1435.099308,1674.397288,1654.423215,1654.423215,1654.423215,221618.495056,216272.871826,216272.871826,221618.495056,216272.871826,216272.871826,233.359131,233.359131,233.359131,262372.051086
33,0,0,1469.399135,1434.981698,1434.981698,1469.399135,1434.981698,1434.981698,1674.397130,1655.027153,1655.027153,1655.027153,221618.495056,216963.246460,216963.246460,221618.495056,216963.246460,216963.246460,409.123535,409.123535,409.123535,262549.266418
34,0,0,1469.399135,1435.077031,1435.077031,1469.399135,1435.077031,1435.077031,1674.396856,1654.938966,1654.938966,1654.938966,221618.495056,216749.146484,216749.146484,221618.495056,216749.146484,216749.146484,384.079956,384.079956,384.079956,262522.284546
35,0,0,1469.399135,1434.871143,1434.871143,1469.399135,1434.871143,1434.871143,1674.396830,1655.632193,1655.632193,1655.632193,221618.495056,216785.933594,216785.933594,221618.495056,216785.933594,216785.933594,562.955200,562.955200,562.955200,262702.179077
36,0,1,1469.399135,1435.073698,1435.073698,1469.399135,1435.073698,1435.073698,1674.395877,1659.798316,1659.798316,1659.798316,221618.495056,216573.672180,216573.672180,221618.495056,216573.672180,216573.672180,1517.485107,1517.485107,1517.485107,263657.067383
37,0,1,1469.399135,1435.195698,1435.195698,1469.399135,1435.195698,1435.195698,1674.397270,1658.804452,1658.804452,1658.804452,221618.495056,216704.337463,216704.337463,221618.495056,216704.337463,216704.337463,1291.566162,1291.566162,1291.566162,263429.929626
38,0,1,1469.399135,1435.838580,1435.838580,1469.399135,1435.838580,1435.838580,1674.397125,1661.161141,1661.161141,1661.161141,221618.495056,216658.029785,216658.029785,221618.495056,216658.029785,216658.029785,1823.835693,1823.835693,1823.835693,263964.774719
39,0,1,1469.399135,1435.032178,1435.032178,1469.399135,1435.032178,1435.032178,1674.397002,1659.184475,1659.184475,1659.184475,221618.495056,216765.467712,216765.467712,221618.495056,216765.467712,216765.467712,1378.064270,1378.064270,1378.064270,263517.632324
40,0,0,1469.399135,1435.187153,1435.187153,1469.399135,1435.187153,1435.187153,1674.397460,1654.297154,1654.297154,1654.297154,221618.495056,216372.759155,216372.759155,221618.495056,216372.759155,216372.759155,205.060120,205.060120,205.060120,262343.921997
41,0,0,1469.399135,1434.603224,1434.603224,1469.399135,1434.603224,1434.603224,1674.396820,1655.227518,1655.227518,1655.227518,221618.495056,216854.278564,216854.278564,221618.495056,216854.278564,216854.278564,463.080322,463.080322,463.080322,262601.229553
42,0,0,1469.399135,1435.363081,1435.363081,1469.399135,1435.363081,1435.363081,1674.397372,1654.883932,1654.883932,1654.883932,221618.495056,216866.357178,216866.357178,221618.495056,216866.357178,216866.357178,367.619934,367.619934,367.619934,262506.022339
43,0,0,1469.399135,1435.115239,1435.115239,1469.399135,1435.115239,1435.115239,1674.397416,1655.456366,1655.456366,1655.456366,221618.495056,216836.904968,216836.904968,221618.495056,216836.904968,216836.904968,520.605530,520.605530,520.605530,262658.800232
44,0,1,1469.399135,1435.506189,1435.506189,1469.399135,1435.506189,1435.506189,1674.396972,1659.816867,1659.816867,1659.816867,221618.495056,216627.393188,216627.393188,221618.495056,216627.393188,216627.393188,1521.709900,1521.709900,1521.709900,263660.281555
45,0,1,1469.399135,1435.179791,1435.179791,1469.399135,1435.179791,1435.179791,1674.397505,1658.990743,1658.990743,1658.990743,221618.495056,216839.024780,216839.024780,221618.495056,216839.024780,216839.024780,1333.940674,1333.940674,1333.940674,263472.335022
46,0,1,1469.399135,1435.665490,1435.665490,1469.399135,1435.665490,1435.665490,1674.396883,1660.781940,1660.781940,1660.781940,221618.495056,216624.199951,216624.199951,221618.495056,216624.199951,216624.199951,1738.710815,1738.710815,1738.710815,263877.326233
47,0,1,1469.399135,1452.237666,1452.237666,1469.399135,1452.237666,1452.237666,1674.396523,1663.488687,1663.488687,1663.488687,221618.495056,221054.565308,221054.565308,221618.495056,221054.565308,221054.565308,2345.491211,2345.491211,2345.491211,264484.182800
48,0,0,1469.399135,1434.920629,1434.920629,1469.399135,1434.920629,1434.920629,1674.396682,1654.394071,1654.394071,1654.394071,221618.495056,216364.427185,216364.427185,221618.495056,216364.427185,216364.427185,226.824280,226.824280,226.824280,262365.247314
49,0,0,1469.399135,1434.563432,1434.563432,1469.399135,1434.563432,1434.563432,1674.396825,1655.188214,1655.188214,1655.188214,221618.495056,216769.701782,216769.701782,221618.495056,216769.701782,216769.701782,453.249756,453.249756,453.249756,262590.782654
50,0,0,1469.399135,1435.108594,1435.108594,1469.399135,1435.108594,1435.108594,1674.396646,1655.151759,1655.151759,1655.151759,221618.495056,216781.906982,216781.906982,221618.495056,216781.906982,216781.906982,443.263184,443.263184,443.263184,262580.983154
51,0,0,1469.399135,1434.840518,1434.840518,1469.399135,1434.840518,1434.840518,1674.397496,1655.404907,1655.404907,1655.404907,221618.495056,216789.584656,216789.584656,221618.495056,216789.584656,216789.584656,507.892761,507.892761,507.892761,262645.660400
52,0,1,1469.399135,1435.260720,1435.260720,1469.399135,1435.260720,1435.260720,1674.396093,1660.021759,1660.021759,1660.021759,221618.495056,216708.691589,216708.691589,221618.495056,216708.691589,216708.691589,1567.833252,1567.833252,1567.833252,263706.637634
53,0,1,1469.399135,1435.212853,1435.212853,1469.399135,1435.212853,1435.212853,1674.396048,1674.396048,1674.396048,1674.396048,221618.495056,216601.617432,216601.617432,221618.495056,216601.617432,216601.617432,4790.221436,4790.221436,4790.221436,266934.221436
54,0,1,1469.399135,1435.692266,1435.692266,1469.399135,1435.692266,1435.692266,1674.395836,1660.541211,1660.541211,1660.541211,221618.495056,216707.938599,216707.938599,221618.495056,216707.938599,216707.938599,1684.776428,1684.776428,1684.776428,263824.291443
55,0,1,1469.399135,1438.096109,1438.096109,1469.399135,1438.096109,1438.096109,1674.397250,1660.112109,1660.112109,1660.112109,221618.495056,217883.392700,217883.392700,221618.495056,217883.392700,217883.392700,1588.015503,1588.015503,1588.015503,263726.878174
56,0,0,1469.399135,1434.952044,1434.952044,1469.399135,1434.952044,1434.952044,1674.396002,1654.791834,1654.791834,1654.791834,221618.495056,216293.898071,216293.898071,221618.495056,216293.898071,216293.898071,340.541504,340.541504,340.541504,262477.493652
57,0,0,1469.399135,1434.639179,1434.639179,1469.399135,1434.639179,1434.639179,1674.397386,1655.042356,1655.042356,1655.042356,221618.495056,216882.862976,216882.862976,221618.495056,216882.862976,216882.862976,413.451843,413.451843,413.451843,262550.614685
58,0,0,1469.399135,1435.383324,1435.383324,1469.399135,1435.383324,1435.383324,1674.396817,1655.037472,1655.037472,1655.037472,221618.495056,216860.838806,216860.838806,221618.495056,216860.838806,216860.838806,412.237915,412.237915,412.237915,262549.529602
59,0,0,1469.399135,1434.848963,1434.848963,1469.399135,1434.848963,1434.848963,1674.396322,1655.577428,1655.577428,1655.577428,221618.495056,216813.834045,216813.834045,221618.495056,216813.834045,216813.834045,549.957031,549.957031,549.957031,262688.210632
60,0,1,1469.399135,1435.329739,1435.329739,1469.399135,1435.329739,1435.329739,1674.396536,1660.293079,1660.293079,1660.293079,221618.495056,216686.375793,216686.375793,221618.495056,216686.375793,216686.375793,1628.842773,1628.842773,1628.842773,263767.541809
61,0,1,1469.399135,1435.277820,1435.277820,1469.399135,1435.277820,1435.277820,1674.396910,1660.731162,1660.731162,1660.731162,221618.495056,216743.391541,216743.391541,221618.495056,216743.391541,216743.391541,1727.473633,1727.473633,1727.473633,263867.384949
62,0,1,1469.399135,1436.146730,1436.146730,1469.399135,1436.146730,1436.146730,1674.397158,1659.493196,1659.493196,1659.493196,221618.495056,216592.230347,216592.230347,221618.495056,216592.230347,216592.230347,1448.252502,1448.252502,1448.252502,263586.894043
63,0,1,1469.399135,1440.564296,1440.564296,1469.399135,1440.564296,1440.564296,1674.396654,1659.748447,1659.748447,1659.748447,221618.495056,217949.774841,217949.774841,221618.495056,217949.774841,217949.774841,1506.157776,1506.157776,1506.157776,263644.485901
64,0,0,1469.399135,1435.180898,1435.180898,1469.399135,1435.180898,1435.180898,1674.396307,1651.831493,1651.831493,1651.831493,221618.495056,216355.342468,216355.342468,221618.495056,216355.342468,216355.342468,261796.988037,261796.988037,261796.988037,261796.470703
65,0,0,1469.399135,1434.846398,1434.846398,1469.399135,1434.846398,1434.846398,1674.397411,1655.060250,1655.060250,1655.060250,221618.495056,216854.207947,216854.207947,221618.495056,216854.207947,216854.207947,418.540771,418.540771,418.540771,262556.006592
66,0,0,1469.399135,1435.284888,1435.284888,1469.399135,1435.284888,1435.284888,1674.397493,1656.785389,1656.785389,1656.785389,221618.495056,216776.254395,216776.254395,221618.495056,216776.254395,216776.254395,829.453308,829.453308,829.453308,262967.901917
67,0,0,1469.399135,1435.052341,1435.052341,1469.399135,1435.052341,1435.052341,1674.397457,1655.514408,1655.514408,1655.514408,221618.495056,216875.334351,216875.334351,221618.495056,216875.334351,216875.334351,534.793457,534.793457,534.793457,262674.978577
68,0,1,1469.399135,1435.207600,1435.207600,1469.399135,1435.207600,1435.207600,1674.396265,1659.723274,1659.723274,1659.723274,221618.495056,216628.269470,216628.269470,221618.495056,216628.269470,216628.269470,1500.485901,1500.485901,1500.485901,263639.073730
69,0,1,1469.399135,1435.105367,1435.105367,1469.399135,1435.105367,1435.105367,1674.396715,1660.173849,1660.173849,1660.173849,221618.495056,216731.505920,216731.505920,221618.495056,216731.505920,216731.505920,1601.826294,1601.826294,1601.826294,263740.838379
70,0,1,1469.399135,1435.799905,1435.799905,1469.399135,1435.799905,1435.799905,1674.397180,1660.673311,1660.673311,1660.673311,221618.495056,216652.622253,216652.622253,221618.495056,216652.622253,216652.622253,1714.229187,1714.229187,1714.229187,263854.399780
71,0,1,1469.399135,1435.827563,1435.827563,1469.399135,1435.827563,1435.827563,1674.396333,1659.569069,1659.569069,1659.569069,221618.495056,216999.631714,216999.631714,221618.495056,216999.631714,216999.631714,1465.522888,1465.522888,1465.522888,263604.379333
72,0,0,1469.399135,1435.266118,1435.266118,1469.399135,1435.266118,1435.266118,1674.397038,1654.728264,1654.728264,1654.728264,221618.495056,216323.143677,216323.143677,221618.495056,216323.143677,216323.143677,321.219666,321.219666,321.219666,262458.022217
73,0,0,1469.399135,1434.701054,1434.701054,1469.399135,1434.701054,1434.701054,1674.396350,1655.068525,1655.068525,1655.068525,221618.495056,216900.203979,216900.203979,221618.495056,216900.203979,216900.203979,420.890930,420.890930,420.890930,262558.061096
74,0,0,1469.399135,1435.066389,1435.066389,1469.399135,1435.066389,1435.066389,1674.396828,1655.040558,1655.040558,1655.040558,221618.495056,216832.982300,216832.982300,221618.495056,216832.982300,216832.982300,413.137573,413.137573,413.137573,262550.410583
75,0,0,1469.399135,1434.889287,1434.889287,1469.399135,1434.889287,1434.889287,1674.397421,1655.394371,1655.394371,1655.394371,221618.495056,216745.019226,216745.019226,221618.495056,216745.019226,216745.019226,505.191284,505.191284,505.191284,262643.078735
76,0,1,1469.399135,1435.369273,1435.369273,1469.399135,1435.369273,1435.369273,1674.396210,1660.048720,1660.048720,1660.048720,221618.495056,216665.631165,216665.631165,221618.495056,216665.631165,216665.631165,1573.875977,1573.875977,1573.875977,263712.735168
77,0,1,1469.399135,1435.548397,1435.548397,1469.399135,1435.548397,1435.548397,1674.395815,1659.490091,1659.490091,1659.490091,221618.495056,216836.124329,216836.124329,221618.495056,216836.124329,216836.124329,1447.888062,1447.888062,1447.888062,263586.528442
78,0,1,1469.399135,1435.727306,1435.727306,1469.399135,1435.727306,1435.727306,1674.397470,1660.648203,1660.648203,1660.648203,221618.495056,216629.063110,216629.063110,221618.495056,216629.063110,216629.063110,1708.635437,1708.635437,1708.635437,263847.502869
79,0,1,1469.399135,1435.127178,1435.127178,1469.399135,1435.127178,1435.127178,1674.395806,1659.435996,1659.435996,1659.435996,221618.495056,216745.172058,216745.172058,221618.495056,216745.172058,216745.172058,1435.379944,1435.379944,1435.379944,263574.010132
80,0,0,1469.399135,1435.012690,1435.012690,1469.399135,1435.012690,1435.012690,1674.397205,1654.551427,1654.551427,1654.551427,221618.495056,216331.133911,216331.133911,221618.495056,216331.133911,216331.133911,267.526367,267.526367,267.526367,262403.845459
81,0,0,1469.399135,1435.009755,1435.009755,1469.399135,1435.009755,1435.009755,1674.397434,1655.169245,1655.169245,1655.169245,221618.495056,216867.997498,216867.997498,221618.495056,216867.997498,216867.997498,448.011536,448.011536,448.011536,262585.518616
82,0,0,1469.399135,1435.013974,1435.013974,1469.399135,1435.013974,1435.013974,1674.397161,1655.114904,1655.114904,1655.114904,221618.495056,216737.942078,216737.942078,221618.495056,216737.942078,216737.942078,433.452454,433.452454,433.452454,262570.892456
83,0,0,1469.399135,1435.051593,1435.051593,1469.399135,1435.051593,1435.051593,1674.397461,1655.491510,1655.491510,1655.491510,221618.495056,216851.541321,216851.541321,221618.495056,216851.541321,216851.541321,529.221130,529.221130,529.221130,262667.458130
84,0,1,1469.399135,1435.098261,1435.098261,1469.399135,1435.098261,1435.098261,1674.396969,1660.001330,1660.001330,1660.001330,221618.495056,216607.824890,216607.824890,221618.495056,216607.824890,216607.824890,1563.268555,1563.268555,1563.268555,263702.911316
85,0,1,1469.399135,1435.285300,1435.285300,1469.399135,1435.285300,1435.285300,1674.396732,1659.793185,1659.793185,1659.793185,221618.495056,216639.237427,216639.237427,221618.495056,216639.237427,216639.237427,1516.277222,1516.277222,1516.277222,263655.782349
86,0,1,1469.399135,1435.990209,1435.990209,1469.399135,1435.990209,1435.990209,1674.396695,1659.249773,1659.249773,1659.249773,221618.495056,216597.777222,216597.777222,221618.495056,216597.777222,216597.777222,1392.758240,1392.758240,1392.758240,263532.418884
87,0,1,1469.399135,1435.195608,1435.195608,1469.399135,1435.195608,1435.195608,1674.397347,1659.710262,1659.710262,1659.710262,221618.495056,216692.380310,216692.380310,221618.495056,216692.380310,216692.380310,1497.444885,1497.444885,1497.444885,263637.261597
88,0,0,1469.399135,1434.897594,1434.897594,1469.399135,1434.897594,1434.897594,1674.396114,1654.818663,1654.818663,1654.818663,221618.495056,216393.023010,216393.023010,221618.495056,216393.023010,216393.023010,348.476440,348.476440,348.476440,262485.078552
89,0,0,1469.399135,1434.797486,1434.797486,1469.399135,1434.797486,1434.797486,1674.397249,1655.187685,1655.187685,1655.187685,221618.495056,216771.940979,216771.940979,221618.495056,216771.940979,216771.940979,452.827820,452.827820,452.827820,262590.494751
90,0,0,1469.399135,1435.000539,1435.000539,1469.399135,1435.000539,1435.000539,1674.397098,1655.128344,1655.128344,1655.128344,221618.495056,216820.604004,216820.604004,221618.495056,216820.604004,216820.604004,437.185486,437.185486,437.185486,262574.430115
91,0,0,1469.399135,1434.731912,1434.731912,1469.399135,1434.731912,1434.731912,1674.397294,1653.986805,1653.986805,1653.986805,221618.495056,216870.694275,216870.694275,221618.495056,216870.694275,216870.694275,135.525757,135.525757,135.525757,262274.348572
92,0,1,1469.399135,1435.182394,1435.182394,1469.399135,1435.182394,1435.182394,1674.396654,1660.040056,1660.040056,1660.040056,221618.495056,216539.039062,216539.039062,221618.495056,216539.039062,216539.039062,1571.915955,1571.915955,1571.915955,263710.492432
