rank,thr,socket,uc_ct,uc_pt,uc_tt,omc_ct,omc_pt,omc_tt,ooc_ct,ooc_pt,ooc_tt,total_runtime,uc_ce,uc_pe,uc_te,omc_ce,omc_pe,omc_te,ooc_ce,ooc_pe,ooc_te,total_energy
0,0,0,2901.037913,2847.817136,2847.817136,2901.037913,2847.817136,2847.817136,3148.145760,3144.534745,3144.534745,3144.534745,979150.815369,962617.478760,962617.478760,979150.815369,962617.478760,962617.478760,9255.804749,9255.804749,9255.804749,1057831.804749
1,0,0,2901.037913,2847.886208,2847.886208,2901.037913,2847.886208,2847.886208,3148.145526,3144.991220,3144.991220,3144.991220,979150.815369,962554.198608,962554.198608,979150.815369,962554.198608,962554.198608,9419.615173,9419.615173,9419.615173,1057989.399231
2,0,0,2901.037913,2848.067407,2848.067407,2901.037913,2848.067407,2848.067407,3148.145167,3145.306901,3145.306901,3145.306901,979150.815369,962660.986938,962660.986938,979150.815369,962660.986938,962660.986938,9529.750549,9529.750549,9529.750549,1058097.427612
3,0,1,2901.037913,2849.576289,2849.576289,2901.037913,2849.576289,2849.576289,3148.145432,3146.542109,3146.542109,3146.542109,979150.815369,963248.488220,963248.488220,979150.815369,963248.488220,963248.488220,9942.340759,9942.340759,9942.340759,1058510.109680
4,0,1,2901.037913,2849.474830,2849.474830,2901.037913,2849.474830,2849.474830,3148.145934,3147.650627,3147.650627,3147.650627,979150.815369,963107.482300,963107.482300,979150.815369,963107.482300,963107.482300,10307.067322,10307.067322,10307.067322,1058875.007202
5,0,0,2901.037913,2847.798597,2847.798597,2901.037913,2847.798597,2847.798597,3148.145921,3144.550620,3144.550620,3144.550620,979150.815369,962584.032898,962584.032898,979150.815369,962584.032898,962584.032898,9261.415161,9261.415161,9261.415161,1057828.516479
6,0,0,2901.037913,2847.663780,2847.663780,2901.037913,2847.663780,2847.663780,3148.145274,3144.969164,3144.969164,3144.969164,979150.815369,962517.587036,962517.587036,979150.815369,962517.587036,962517.587036,9411.908325,9411.908325,9411.908325,1057982.969482
7,0,0,2901.037913,2847.564383,2847.564383,2901.037913,2847.564383,2847.564383,3148.145478,3145.549781,3145.549781,3145.549781,979150.815369,962492.187866,962492.187866,979150.815369,962492.187866,962492.187866,9612.246643,9612.246643,9612.246643,1058180.121826
8,0,1,2901.037913,2849.626625,2849.626625,2901.037913,2849.626625,2849.626625,3148.145876,3146.252216,3146.252216,3146.252216,979150.815369,963156.820679,963156.820679,979150.815369,963156.820679,963156.820679,9846.298157,9846.298157,9846.298157,1058414.259338
9,0,1,2901.037913,2849.627016,2849.627016,2901.037913,2849.627016,2849.627016,3148.145830,3147.292490,3147.292490,3147.292490,979150.815369,963277.580872,963277.580872,979150.815369,963277.580872,963277.580872,10189.167236,10189.167236,10189.167236,1058757.183167
10,0,0,2901.037913,2847.804620,2847.804620,2901.037913,2847.804620,2847.804620,3148.145657,3144.296966,3144.296966,3144.296966,979150.815369,962601.499512,962601.499512,979150.815369,962601.499512,962601.499512,9177.293152,9177.293152,9177.293152,1057745.560364
11,0,0,2901.037913,2847.621556,2847.621556,2901.037913,2847.621556,2847.621556,3148.145560,3144.936609,3144.936609,3144.936609,979150.815369,962587.869019,962587.869019,979150.815369,962587.869019,962587.869019,9400.402283,9400.402283,9400.402283,1057967.744446
12,0,0,2901.037913,2847.963251,2847.963251,2901.037913,2847.963251,2847.963251,3148.145775,3145.638330,3145.638330,3145.638330,979150.815369,962578.422913,962578.422913,979150.815369,962578.422913,962578.422913,9642.174011,9642.174011,9642.174011,1058210.283081
13,0,1,2901.037913,2849.628310,2849.628310,2901.037913,2849.628310,2849.628310,3148.145738,3146.551386,3146.551386,3146.551386,979150.815369,963199.394531,963199.394531,979150.815369,963199.394531,963199.394531,9945.572998,9945.572998,9945.572998,1058514.040100
14,0,1,2901.037913,2850.897191,2850.897191,2901.037913,2850.897191,2850.897191,3148.145403,3147.581309,3147.581309,3147.581309,979150.815369,963942.878601,963942.878601,979150.815369,963942.878601,963942.878601,10283.945557,10283.945557,10283.945557,1058852.025940
15,0,0,2901.037913,2847.773410,2847.773410,2901.037913,2847.773410,2847.773410,3148.145636,3144.501245,3144.501245,3144.501245,979150.815369,962589.107483,962589.107483,979150.815369,962589.107483,962589.107483,9244.037659,9244.037659,9244.037659,1057812.068481
16,0,0,2901.037913,2847.710506,2847.710506,2901.037913,2847.710506,2847.710506,3148.145914,3144.857932,3144.857932,3144.857932,979150.815369,962493.129700,962493.129700,979150.815369,962493.129700,962493.129700,9372.522217,9372.522217,9372.522217,1057939.674438
17,0,0,2901.037913,2847.889416,2847.889416,2901.037913,2847.889416,2847.889416,3148.145695,3145.595534,3145.595534,3145.595534,979150.815369,962611.381836,962611.381836,979150.815369,962611.381836,962611.381836,9627.819641,9627.819641,9627.819641,1058195.958069
18,0,1,2901.037913,2849.286318,2849.286318,2901.037913,2849.286318,2849.286318,3148.145352,3146.590266,3146.590266,3146.590266,979150.815369,963151.800537,963151.800537,979150.815369,963151.800537,963151.800537,9958.134399,9958.134399,9958.134399,1058526.363159
19,0,1,2901.037913,2849.537441,2849.537441,2901.037913,2849.537441,2849.537441,3148.145628,3147.662564,3147.662564,3147.662564,979150.815369,963323.641785,963323.641785,979150.815369,963323.641785,963323.641785,10310.483337,10310.483337,10310.483337,1058878.541870
20,0,0,2901.037913,2847.769336,2847.769336,2901.037913,2847.769336,2847.769336,3148.145931,3144.190928,3144.190928,3144.190928,979150.815369,962489.672180,962489.672180,979150.815369,962489.672180,962489.672180,9143.359863,9143.359863,9143.359863,1057718.773743
21,0,0,2901.037913,2847.682437,2847.682437,2901.037913,2847.682437,2847.682437,3148.145355,3144.871941,3144.871941,3144.871941,979150.815369,962460.019165,962460.019165,979150.815369,962460.019165,962460.019165,9377.410339,9377.410339,9377.410339,1057944.483765
22,0,0,2901.037913,2847.872905,2847.872905,2901.037913,2847.872905,2847.872905,3148.145612,3145.419529,3145.419529,3145.419529,979150.815369,962573.731323,962573.731323,979150.815369,962573.731323,962573.731323,9568.204712,9568.204712,9568.204712,1058135.858948
23,0,1,2901.037913,2849.270836,2849.270836,2901.037913,2849.270836,2849.270836,3148.145346,3147.291696,3147.291696,3147.291696,979150.815369,963210.811707,963210.811707,979150.815369,963210.811707,963210.811707,10188.841125,10188.841125,10188.841125,1058757.550842
