rank,thr,socket,uc_ct,uc_pt,uc_tt,omc_ct,omc_pt,omc_tt,ooc_ct,ooc_pt,ooc_tt,total_runtime,uc_ce,uc_pe,uc_te,omc_ce,omc_pe,omc_te,ooc_ce,ooc_pe,ooc_te,total_energy
0,0,0,1465.683284,1431.778149,1431.778149,1465.683284,1431.778149,1431.778149,1683.688656,1643.768088,1643.768088,1643.768088,227301.408325,220540.649658,220540.649658,227301.408325,220540.649658,220540.649658,8859.563965,8859.563965,8859.563965,271003.078125
1,0,0,1465.683284,1432.077732,1432.077732,1465.683284,1432.077732,1432.077732,1683.688913,1644.181024,1644.181024,1644.181024,227301.408325,221195.981934,221195.981934,227301.408325,221195.981934,221195.981934,9010.569458,9010.569458,9010.569458,271146.704834
2,0,0,1465.683284,1432.167615,1432.167615,1465.683284,1432.167615,1432.167615,1683.688948,1644.007452,1644.007452,1644.007452,227301.408325,221085.704712,221085.704712,227301.408325,221085.704712,221085.704712,8949.810547,8949.810547,8949.810547,271085.247253
3,0,0,1465.683284,1431.761508,1431.761508,1465.683284,1431.761508,1431.761508,1683.689232,1644.523638,1644.523638,1644.523638,227301.408325,221018.874146,221018.874146,227301.408325,221018.874146,221018.874146,9118.728882,9118.728882,9118.728882,271255.281921
4,0,1,1465.683284,1432.718956,1432.718956,1465.683284,1432.718956,1432.718956,1683.688830,1646.312415,1646.312415,1646.312415,227301.408325,221155.115662,221155.115662,227301.408325,221155.115662,221155.115662,9634.903076,9634.903076,9634.903076,271774.713196
5,0,1,1465.683284,1433.121062,1433.121062,1465.683284,1433.121062,1433.121062,1683.689143,1649.361904,1649.361904,1649.361904,227301.408325,221111.961792,221111.961792,227301.408325,221111.961792,221111.961792,10500.349670,10500.349670,10500.349670,272638.495361
6,0,1,1465.683284,1433.379343,1433.379343,1465.683284,1433.379343,1433.379343,1683.688287,1645.703315,1645.703315,1645.703315,227301.408325,221166.161621,221166.161621,227301.408325,221166.161621,221166.161621,9459.526062,9459.526062,9459.526062,271598.824646
7,0,1,1465.683284,1434.025133,1434.025133,1465.683284,1434.025133,1434.025133,1683.688896,1645.600702,1645.600702,1645.600702,227301.408325,221582.573914,221582.573914,227301.408325,221582.573914,221582.573914,9430.196350,9430.196350,9430.196350,271567.535950
8,0,0,1465.683284,1432.965478,1432.965478,1465.683284,1432.965478,1432.965478,1683.687694,1643.921129,1643.921129,1643.921129,227301.408325,220904.883728,220904.883728,227301.408325,220904.883728,220904.883728,8917.731323,8917.731323,8917.731323,271056.744568
9,0,0,1465.683284,1432.138349,1432.138349,1465.683284,1432.138349,1432.138349,1683.688673,1644.157973,1644.157973,1644.157973,227301.408325,221166.414978,221166.414978,227301.408325,221166.414978,221166.414978,9002.834595,9002.834595,9002.834595,271138.766357
10,0,0,1465.683284,1432.165417,1432.165417,1465.683284,1432.165417,1432.165417,1683.688188,1643.829743,1643.829743,1643.829743,227301.408325,221182.554688,221182.554688,227301.408325,221182.554688,221182.554688,8883.152832,8883.152832,8883.152832,271019.172607
11,0,0,1465.683284,1432.071162,1432.071162,1465.683284,1432.071162,1432.071162,1683.688469,1683.688469,1683.688469,1683.688469,227301.408325,221147.737000,221147.737000,227301.408325,221147.737000,221147.737000,20025.088623,20025.088623,20025.088623,282169.088623
12,0,1,1465.683284,1432.855973,1432.855973,1465.683284,1432.855973,1432.855973,1683.689194,1644.598498,1644.598498,1644.598498,227301.408325,221032.522705,221032.522705,227301.408325,221032.522705,221032.522705,9140.898682,9140.898682,9140.898682,271278.967712
13,0,1,1465.683284,1432.658304,1432.658304,1465.683284,1432.658304,1432.658304,1683.688701,1646.441645,1646.441645,1646.441645,227301.408325,221076.501221,221076.501221,227301.408325,221076.501221,221076.501221,9671.394409,9671.394409,9671.394409,271808.633972
14,0,1,1465.683284,1433.139624,1433.139624,1465.683284,1433.139624,1433.139624,1683.688441,1644.494722,1644.494722,1644.494722,227301.408325,221051.460571,221051.460571,227301.408325,221051.460571,221051.460571,9109.746765,9109.746765,9109.746765,271246.628662
15,0,1,1465.683284,1432.926022,1432.926022,1465.683284,1432.926022,1432.926022,1683.687418,1646.045501,1646.045501,1646.045501,227301.408325,221080.115845,221080.115845,227301.408325,221080.115845,221080.115845,9558.138306,9558.138306,9558.138306,271695.369446
16,0,0,1465.683284,1432.275351,1432.275351,1465.683284,1432.275351,1432.275351,1683.688881,1643.791615,1643.791615,1643.791615,227301.408325,220810.891785,220810.891785,227301.408325,220810.891785,220810.891785,8868.255188,8868.255188,8868.255188,271003.419189
