rank,thr,socket,uc_ct,uc_pt,uc_tt,ooc_ct,ooc_pt,ooc_tt,total_runtime,uc_ce,uc_pe,uc_te,ooc_ce,ooc_pe,ooc_te,total_energy
0,0,0,446.883,403.519,393.085,466.166,463.156,452.722,478.81,150652,137670,137648,152997,155667,155645,161849
0,1,0,446.883,403.519,392.994,466.165,463.155,392.994,478.81,150652,137670,134891,152997,155667,134891,161849
0,2,0,446.883,403.519,393.491,466.165,463.155,393.491,478.81,150652,137670,134085,152997,155667,134085,161849
0,3,0,446.883,403.519,391.704,466.165,463.156,391.704,478.81,150652,137670,135158,152997,155667,135158,161849
0,4,0,446.883,403.519,393.07,466.165,463.156,393.07,478.81,150652,137670,134132,152997,155667,134132,161849
0,5,0,446.883,403.519,392.782,466.165,463.155,392.782,478.81,150652,137670,134413,152997,155667,134413,161849
0,6,0,446.883,403.519,391.827,466.165,463.156,391.827,478.81,150652,137671,134927,152997,155667,134927,161849
0,7,0,446.882,403.519,391.189,466.165,463.155,391.189,478.81,150652,137670,135331,152997,155667,135331,161849
1,0,0,446.883,388.773,378.371,466.166,464.356,453.954,478.811,150652,133155,132984,152997,156023,155852,161848
1,1,0,446.882,388.773,376.998,466.165,464.356,376.998,478.811,150652,133155,130131,152996,156023,130131,161848
1,2,0,446.883,388.773,377.189,466.165,464.356,377.189,478.811,150652,133155,130182,152996,156023,130182,161848
1,3,0,446.882,388.773,378.614,466.165,464.356,378.614,478.811,150652,133155,129474,152996,156023,129474,161848
1,4,0,446.882,388.773,376.558,466.165,464.356,376.558,478.811,150652,133155,130615,152996,156023,130615,161848
1,5,0,446.882,388.773,378.393,466.165,464.356,378.393,478.811,150652,133155,129686,152996,156023,129686,161848
1,6,0,446.882,388.773,378.363,466.165,464.356,378.363,478.811,150652,133155,129430,152996,156023,129430,161848
1,7,0,446.882,388.773,377.219,466.165,464.356,377.219,478.811,150652,133155,130318,152996,156023,130318,161848
2,0,0,446.883,399.877,389.659,466.166,464.294,454.08,478.812,150652,136954,136783,152997,156034,155865,161849
2,1,0,446.882,399.877,389.207,466.165,464.294,389.207,478.812,150652,136954,134168,152996,156034,134168,161849
2,2,0,446.882,399.877,389.268,466.165,464.294,389.268,478.812,150652,136954,134404,152996,156034,134404,161849
2,3,0,446.882,399.877,388.554,466.165,464.294,388.554,478.812,150652,136954,134635,152996,156034,134635,161849
2,4,0,446.882,399.877,388.715,466.165,464.294,388.715,478.812,150652,136954,134394,152996,156034,134394,161849
2,5,0,446.882,399.877,390.721,466.165,464.294,390.721,478.812,150652,136954,133422,152996,156034,133422,161849
2,6,0,446.882,399.877,390.408,466.165,464.294,390.408,478.812,150652,136954,133581,152996,156034,133581,161849
2,7,0,446.882,399.877,390.111,466.165,464.294,390.111,478.812,150652,136954,133689,152996,156034,133689,161849
3,0,0,446.883,391.805,380.554,466.166,463.984,452.738,478.811,150652,134207,133725,152997,155914,155434,161849
3,1,0,446.882,391.805,379.792,466.165,463.984,379.792,478.811,150652,134207,130924,152996,155914,130924,161849
3,2,0,446.882,391.805,379.018,466.165,463.984,379.018,478.811,150652,134207,131452,152996,155914,131452,161849
3,3,0,446.882,391.805,379.582,466.165,463.984,379.582,478.811,150652,134207,131041,152996,155914,131041,161849
3,4,0,446.882,391.805,379.343,466.165,463.984,379.343,478.811,150652,134207,131041,152996,155914,131041,161849
3,5,0,446.882,391.805,380.815,466.165,463.984,380.815,478.811,150652,134207,130297,152996,155914,130297,161849
3,6,0,446.882,391.805,381.117,466.165,463.984,381.117,478.811,150652,134207,130124,152996,155914,130124,161849
3,7,0,446.882,391.805,380.287,466.165,463.984,380.287,478.811,150652,134207,130380,152996,155914,130380,161849
4,0,1,446.883,418.71,406.734,466.166,461.849,449.875,478.811,150652,142898,142514,152997,154969,154587,161847
4,1,1,446.882,418.709,405.176,466.165,461.848,405.176,478.811,150652,142898,139492,152996,154969,139492,161847
4,2,1,446.883,418.709,406.202,466.165,461.848,406.202,478.811,150652,142898,139434,152996,154969,139434,161847
4,3,1,446.882,418.709,404.625,466.165,461.848,404.625,478.811,150652,142898,139968,152996,154969,139968,161847
4,4,1,446.882,418.709,407.124,466.165,461.848,407.124,478.811,150652,142898,138666,152996,154969,138666,161847
4,5,1,446.883,418.709,406.733,466.165,461.848,406.733,478.811,150652,142898,138797,152996,154970,138797,161847
