rank,thr,socket,uc_ct,uc_pt,uc_tt,ooc_ct,ooc_pt,ooc_tt,total_runtime,uc_ce,uc_pe,uc_te,ooc_ce,ooc_pe,ooc_te,total_energy
0,0,0,534.013,472.559,448.017,557.263,553.586,529.05,589.03,177462,158790,159422,177146,182457,183089,195719
0,1,0,534.013,472.559,448.674,557.262,553.586,448.674,589.03,177462,158790,154922,177146,182457,154922,195719
0,2,0,534.012,472.559,450.093,557.262,553.586,450.093,589.03,177462,158790,154623,177146,182457,154623,195719
0,3,0,534.012,472.559,450.918,557.262,553.586,450.918,589.03,177462,158790,153706,177146,182457,153706,195719
0,4,0,534.012,472.559,448.224,557.262,553.586,448.224,589.03,177462,158790,155176,177146,182457,155176,195719
0,5,0,534.013,472.559,448.675,557.262,553.586,448.675,589.03,177462,158790,154904,177146,182457,154904,195719
0,6,0,534.012,472.559,451.167,557.262,553.586,451.167,589.03,177462,158790,153683,177146,182457,153683,195719
0,7,0,534.013,472.559,447.924,557.262,553.586,447.924,589.03,177462,158790,155061,177146,182457,155061,195719
0,8,0,534.013,472.559,450.877,557.262,553.586,450.877,589.03,177462,158790,153832,177146,182457,153832,195719
0,9,0,534.012,472.559,450.481,557.262,553.586,450.481,589.03,177462,158790,153959,177146,182457,153959,195719
0,10,0,534.013,472.559,450.977,557.262,553.586,450.977,589.03,177462,158790,154044,177146,182457,154044,195719
0,11,0,534.013,472.559,452.479,557.262,553.586,452.479,589.03,177462,158790,154058,177146,182457,154058,195719
0,12,0,534.012,472.559,449.329,557.262,553.586,449.329,589.03,177462,158790,155768,177146,182457,155768,195719
0,13,0,534.012,472.559,450.12,557.262,553.586,450.12,589.03,177462,158790,154205,177146,182457,154205,195719
0,14,0,534.012,472.559,452.185,557.262,553.586,452.185,589.03,177462,158790,154420,177146,182457,154420,195719
0,15,0,534.013,472.559,452.05,557.262,553.586,452.05,589.03,177462,158790,154389,177146,182457,154389,195719
1,0,0,534.013,462.149,438.572,557.263,551.35,527.784,589.033,177462,156876,155965,177146,183188,182280,195718
1,1,0,534.012,462.149,440.278,557.262,551.35,440.278,589.033,177462,156876,152593,177146,183188,152593,195718
1,2,0,534.012,462.148,441.832,557.262,551.35,441.832,589.033,177462,156876,151696,177146,183188,151696,195718
1,3,0,534.012,462.148,440.007,557.261,551.35,440.007,589.033,177462,156876,152907,177146,183188,152907,195718
1,4,0,534.012,462.149,442.387,557.262,551.35,442.387,589.033,177462,156876,151370,177146,183188,151370,195718
1,5,0,534.012,462.148,439.939,557.262,551.35,439.939,589.033,177462,156876,152803,177146,183188,152803,195718
1,6,0,534.012,462.148,442.22,557.262,551.35,442.22,589.033,177462,156876,151557,177146,183188,151557,195718
1,7,0,534.012,462.148,442.281,557.262,551.35,442.281,589.033,177462,156877,151606,177147,183188,151606,195718
1,8,0,534.012,462.149,439.49,557.262,551.35,439.49,589.033,177462,156876,153175,177146,183188,153175,195718
1,9,0,534.012,462.148,440.056,557.262,551.35,440.056,589.033,177462,156876,152685,177146,183188,152685,195718
1,10,0,534.012,462.149,437.709,557.262,551.35,437.709,589.033,177462,156876,153602,177146,183188,153602,195718
1,11,0,534.012,462.148,441.755,557.262,551.35,441.755,589.033,177462,156876,151865,177146,183188,151865,195718
1,12,0,534.013,462.149,442.549,557.262,551.35,442.549,589.033,177462,156876,151867,177146,183188,151867,195718
1,13,0,534.013,462.149,441.215,557.262,551.35,441.215,589.033,177462,156876,152111,177146,183188,152111,195718
1,14,0,534.012,462.148,440.957,557.262,551.35,440.957,589.033,177462,156876,152284,177146,183188,152284,195718
1,15,0,534.012,462.148,441.983,557.261,551.35,441.983,589.033,177462,156876,151883,177146,183188,151883,195718
2,0,1,534.013,465.986,440.033,557.263,545.471,519.522,589.033,177462,157773,156660,177146,180950,179839,195721
2,1,1,534.013,465.986,443.08,557.262,545.47,443.08,589.033,177462,157773,152265,177147,180950,152265,195721
2,2,1,534.012,465.986,442.567,557.262,545.47,442.567,589.033,177462,157773,152572,177147,180950,152572,195721
2,3,1,534.013,465.986,441.521,557.262,545.47,441.521,589.033,177462,157773,153079,177147,180950,153079,195721
2,4,1,534.012,465.986,443.036,557.262,545.47,443.036,589.033,177462,157773,152204,177147,180950,152204,195721
2,5,1,534.013,465.986,445.11,557.262,545.47,445.11,589.033,177462,157773,151242,177147,180950,151242,195721
2,6,1,534.013,465.986,445.033,557.262,545.47,445.033,589.033,177462,157773,151200,177147,180950,151200,195721
2,7,1,534.012,465.986,444.47,557.262,545.47,444.47,589.033,177462,157773,151382,177147,180950,151382,195721
2,8,1,534.012,465.985,442.313,557.262,545.47,442.313,589.033,177462,157773,153636,177147,180950,153636,195721
2,9,1,534.012,465.986,445.073,557.262,545.47,445.073,589.033,177462,157773,151041,177147,180950,151041,195721
2,10,1,534.013,465.986,444.171,557.262,545.47,444.171,589.033,177462,157773,151352,177147,180950,151352,195721
2,11,1,534.013,465.986,442.122,557.262,545.47,442.122,589.033,177462,157773,152437,177147,180950,152437,195721
2,12,1,534.013,465.986,444.075,557.262,545.47,444.075,589.033,177462,157773,152017,177147,180950,152017,195721
2,13,1,534.012,465.985,445.662,557.262,545.47,445.662,589.033,177462,157773,151666,177147,180950,151666,195721
2,14,1,534.012,465.985,445.766,557.262,545.47,445.766,589.033,177462,157773,152071,177147,180950,152071,195721
2,15,1,534.013,465.986,444.714,557.262,545.47,444.714,589.033,177462,157773,152386,177147,180950,152386,195721
3,0,1,534.013,485.101,456.557,557.263,546.801,518.258,589.033,177462,163347,161396,177146,181026,179077,195719
3,1,1,534.013,485.101,456.727,557.262,546.801,456.727,589.033,177462,163347,157870,177147,181026,157870,195719
3,2,1,534.013,485.101,459.491,557.262,546.801,459.491,589.033,177462,163347,156581,177147,181026,156581,195719
3,3,1,534.013,485.101,461.311,557.262,546.801,461.311,589.033,177462,163347,155249,177147,181026,155249,195719
3,4,1,534.013,485.101,460.76,557.262,546.801,460.76,589.033,177462,163347,155544,177147,181026,155544,195719
3,5,1,534.013,485.101,457.81,557.262,546.801,457.81,589.033,177462,163347,157363,177147,181026,157363,195719
3,6,1,534.012,485.1,457.9,557.262,546.8,457.9,589.033,177462,163347,157142,177147,181026,157142,195719
3,7,1,534.013,485.101,457.373,557.263,546.801,457.373,589.033,177462,163347,157315,177147,181026,157315,195719
3,8,1,534.012,485.101,460.834,557.262,546.8,460.834,589.033,177462,163347,155482,177147,181026,155482,195719
3,9,1,534.013,485.101,460.211,557.262,546.801,460.211,589.033,177462,163347,155645,177147,181026,155645,195719
3,10,1,534.012,485.101,460.426,557.262,546.8,460.426,589.033,177462,163347,155707,177147,181026,155707,195719
3,11,1,534.013,485.101,459.697,557.262,546.801,459.697,589.033,177462,163347,156199,177147,181026,156199,195719
3,12,1,534.013,485.101,461.504,557.262,546.801,461.504,589.033,177462,163347,155920,177147,181026,155920,195719
3,13,1,534.012,485.101,461.055,557.262,546.8,461.055,589.033,177462,163347,156198,177147,181026,156198,195719
3,14,1,534.012,485.101,460.287,557.262,546.8,460.287,589.033,177462,163347,156616,177147,181026,156616,195719
3,15,1,534.012,485.1,459.768,557.262,546.8,459.768,589.033,177462,163347,159089,177147,181026,159089,195719
4,0,0,534.013,504.015,481.507,557.263,548.352,525.845,589.032,177462,171472,171214,177146,183183,182925,195719
4,1,0,534.012,504.015,482.916,557.262,548.352,482.916,589.032,177462,171472,167211,177146,183183,167211,195719
4,2,0,534.013,504.015,483.11,557.262,548.352,483.11,589.032,177462,171472,167043,177146,183183,167043,195719
4,3,0,534.012,504.015,483.14,557.262,548.352,483.14,589.032,177462,171472,166811,177146,183183,166811,195719
4,4,0,534.012,504.015,481.428,557.262,548.352,481.428,589.032,177462,171472,167627,177146,183183,167627,195719
4,5,0,534.013,504.015,485.264,557.262,548.352,485.264,589.032,177462,171472,166023,177146,183183,166023,195719
4,6,0,534.013,504.015,485.504,557.262,548.352,485.504,589.032,177462,171472,165931,177146,183183,165931,195719
4,7,0,534.013,504.015,484.669,557.262,548.352,484.669,589.032,177462,171472,166175,177146,183183,166175,195719
4,8,0,534.012,504.015,481.589,557.262,548.352,481.589,589.032,177462,171472,167827,177146,183183,167827,195719
4,9,0,534.012,504.015,482.195,557.262,548.352,482.195,589.032,177462,171472,167689,177146,183183,167689,195719
