rank,thr,socket,uc_ct,uc_pt,uc_tt,ooc_ct,ooc_pt,ooc_tt,total_runtime,uc_ce,uc_pe,uc_te,ooc_ce,ooc_pe,ooc_te,total_energy
0,0,0,6.40127,4.23574,4.16532,6.49333,6.48185,6.41144,6.54372,2091.59,1521.77,1517.23,1591.57,2121.32,2116.78,2147.52
0,1,0,6.3999,4.2354,4.06983,6.49141,6.48151,4.06983,6.54372,2092,1521.77,1466.64,1592.65,2121.32,1466.64,2147.52
0,2,0,6.3999,4.2354,4.07465,6.4914,6.48151,4.07465,6.54372,2091.73,1521.5,1473.33,1592.38,2121.05,1473.33,2147.52
0,3,0,6.39991,4.23541,4.07119,6.49141,6.48152,4.07119,6.54372,2092,1521.77,1477.63,1592.65,2121.32,1477.63,2147.52
0,4,0,6.39991,4.23541,4.08237,6.49141,6.48152,4.08237,6.54372,2092,1521.77,1484.94,1592.65,2121.32,1484.94,2147.52
0,5,0,6.3999,4.2354,4.08433,6.49141,6.48151,4.08433,6.54372,2092,1521.77,1471.12,1592.65,2121.32,1471.12,2147.52
1,0,0,6.40127,4.1358,4.05624,6.49333,6.48555,6.40599,6.54543,2091.59,1489.69,1472.85,1591.57,2124.26,2107.42,2148.07
1,1,0,6.40073,4.13562,3.96196,6.49246,6.48537,3.96196,6.54543,2090.99,1489.69,1435.13,1592.66,2124.26,1435.13,2148.07
1,2,0,6.40073,4.13562,3.97284,6.49245,6.48536,3.97284,6.54543,2090.99,1489.69,1437.05,1592.66,2124.26,1437.05,2148.07
1,3,0,6.40073,4.13563,3.95603,6.49246,6.48537,3.95603,6.54543,2090.99,1489.69,1434.68,1592.66,2124.26,1434.68,2148.07
1,4,0,6.40073,4.13562,3.98195,6.49245,6.48536,3.98195,6.54543,2091.26,1489.97,1444.09,1592.93,2124.53,1444.09,2148.07
1,5,0,6.40073,4.13563,3.99661,6.49246,6.48537,3.99661,6.54543,2090.99,1489.69,1441.09,1592.66,2124.26,1441.09,2148.07
2,0,0,6.40127,4.16456,4.09958,6.49333,6.48518,6.42021,6.54299,2091.59,1500.4,1488.5,1591.57,2127.01,2115.1,2147.09
2,1,0,6.40063,4.16438,3.98843,6.49245,6.48501,3.98843,6.54299,2091.26,1500.4,1444.35,1592.54,2127.01,1444.35,2147.09
2,2,0,6.40063,4.16438,3.99812,6.49245,6.485,3.99812,6.54299,2091.26,1500.4,1452.02,1592.54,2127.01,1452.02,2147.09
2,3,0,6.40063,4.16438,4.00359,6.49245,6.48501,4.00359,6.54299,2091.26,1500.4,1446.73,1592.54,2127.01,1446.73,2147.09
2,4,0,6.40062,4.16438,4.01534,6.49244,6.485,4.01534,6.54299,2091.26,1500.4,1456.42,1592.54,2127.01,1456.42,2147.09
2,5,0,6.40063,4.16438,4.00733,6.49245,6.485,4.00733,6.54299,2091.26,1500.4,1450.58,1592.54,2127.01,1450.58,2147.09
3,0,0,6.40127,4.12673,4.06446,6.49333,6.47991,6.41764,6.54332,2091.59,1490.93,1474.71,1591.57,2125.76,2109.54,2147.09
3,1,0,6.40076,4.12654,3.95258,6.49259,6.47972,3.95258,6.54332,2091.26,1490.93,1432.62,1592.27,2125.76,1432.62,2147.09
3,2,0,6.40076,4.12654,3.95511,6.49259,6.47972,3.95511,6.54332,2091.26,1490.93,1435.71,1592.27,2125.76,1435.71,2147.09
3,3,0,6.40076,4.12654,3.9807,6.49259,6.47973,3.9807,6.54332,2091.26,1490.93,1452.09,1592.27,2125.76,1452.09,2147.09
3,4,0,6.40076,4.12655,3.96513,6.49259,6.47973,3.96513,6.54332,2091.26,1490.93,1436.57,1592.27,2125.76,1436.57,2147.09
3,5,0,6.40075,4.12654,3.99031,6.49258,6.47972,3.99031,6.54332,2091.26,1490.93,1451.98,1592.27,2125.76,1451.98,2147.09
4,0,1,6.40127,4.16856,4.08822,6.49333,6.47168,6.39134,6.5437,2091.59,1501.56,1489.41,1591.57,2119.88,2107.73,2147.52
4,1,1,6.39969,4.16826,3.98973,6.49104,6.47137,3.98973,6.5437,2091.73,1501.29,1440.39,1591.86,2119.61,1440.39,2147.52
4,2,1,6.39969,4.16826,4.00432,6.49104,6.47138,4.00432,6.5437,2091.73,1501.29,1444.17,1591.86,2119.61,1444.17,2147.52
4,3,1,6.39969,4.16825,4.01339,6.49103,6.47137,4.01339,6.5437,2091.73,1501.29,1457.08,1591.86,2119.61,1457.08,2147.52
4,4,1,6.39969,4.16825,4.00291,6.49103,6.47137,4.00291,6.5437,2091.73,1501.29,1448.33,1591.86,2119.61,1448.33,2147.52
4,5,1,6.39969,4.16825,3.99992,6.49103,6.47137,3.99992,6.5437,2091.73,1501.29,1453.3,1591.86,2119.61,1453.3,2147.52
5,0,1,6.40127,4.14083,4.0759,6.49333,6.46951,6.40458,6.54079,2091.59,1491.2,1483.79,1591.57,2116.97,2109.57,2145.95
5,1,1,6.4008,4.14065,3.9512,6.49287,6.46933,3.9512,6.54079,2090.99,1491.2,1428.55,1591.19,2116.97,1428.55,2145.95
5,2,1,6.4008,4.14065,3.99527,6.49287,6.46934,3.99527,6.54079,2090.99,1491.2,1446.43,1591.19,2116.97,1446.43,2145.95
5,3,1,6.40079,4.14064,3.95511,6.49286,6.46933,3.95511,6.54079,2090.99,1491.2,1431.48,1591.19,2116.97,1431.48,2145.95
5,4,1,6.4008,4.14065,3.95571,6.49287,6.46933,3.95571,6.54079,2090.99,1491.2,1425.9,1591.19,2116.97,1425.9,2145.95
5,5,1,6.4008,4.14065,3.9861,6.49286,6.46933,3.9861,6.54079,2090.99,1491.2,1447.3,1591.19,2116.97,1447.3,2145.95
6,0,1,6.40127,4.21007,4.12502,6.49333,6.46153,6.37648,6.54088,2091.59,1515.46,1505.92,1591.57,2115.92,2106.38,2146.36
6,1,1,6.40106,4.20986,4.03948,6.4931,6.46132,4.03948,6.54088,2090.99,1514.86,1469.45,1590.69,2115.32,1469.45,2146.36
6,2,1,6.40106,4.20986,4.03664,6.4931,6.46133,4.03664,6.54088,2091.59,1515.46,1463.38,1591.3,2115.92,1463.38,2146.36
6,3,1,6.40106,4.20986,4.03915,6.49311,6.46133,4.03915,6.54088,2091.59,1515.46,1470.35,1591.3,2115.92,1470.35,2146.36
6,4,1,6.40107,4.20987,4.06396,6.49311,6.46134,4.06396,6.54088,2091.59,1515.46,1469.26,1591.3,2115.92,1469.26,2146.36
6,5,1,6.40107,4.20987,4.02037,6.49311,6.46133,4.02037,6.54088,2091.59,1515.46,1459.14,1591.3,2115.92,1459.14,2146.36
7,0,1,6.40127,6.30691,4.11589,6.49333,6.46849,4.27748,6.54088,2091.59,2066.67,1491.16,1591.57,2118.32,1542.81,2146.82
7,1,1,6.40097,6.30671,4.04591,6.49308,6.46829,4.04591,6.54088,2091.86,2066.67,1460.55,1592.37,2118.32,1460.55,2146.82
7,2,1,6.40098,6.30672,6.16585,6.49309,6.4683,6.16585,6.54088,2091.86,2066.67,2015.41,1592.37,2118.32,2015.41,2146.82
7,3,1,6.40097,6.30671,4.00696,6.49309,6.4683,4.00696,6.54088,2091.86,2066.67,1447.15,1592.37,2118.32,1447.15,2146.82
7,4,1,6.40098,6.30672,4.03256,6.49309,6.4683,4.03256,6.54088,2091.86,2066.67,1451.61,1592.37,2118.32,1451.61,2146.82
7,5,1,6.40098,6.30672,4.00554,6.4931,6.46831,4.00554,6.54088,2091.86,2066.67,1443.49,1592.37,2118.32,1443.49,2146.82
8,0,0,6.40127,4.1849,4.10802,6.49333,6.4832,6.40632,6.54563,2091.59,1509.69,1497,1591.57,2127.62,2114.92,2147.09
8,1,0,6.39992,4.18461,4.01361,6.49157,6.4829,4.01361,6.54563,2092,1509.69,1462.25,1591.74,2127.62,1462.25,2147.09
8,2,0,6.39992,4.1846,3.99998,6.49156,6.4829,3.99998,6.54563,2092,1509.69,1459.03,1591.74,2127.62,1459.03,2147.09
8,3,0,6.39992,4.18461,3.98727,6.49157,6.4829,3.98727,6.54563,2092,1509.69,1449.41,1591.74,2127.62,1449.41,2147.09
8,4,0,6.39992,4.18461,4.01254,6.49157,6.4829,4.01254,6.54563,2092,1509.69,1465.87,1591.74,2127.62,1465.87,2147.09
8,5,0,6.39992,4.1846,4.04656,6.49156,6.4829,4.04656,6.54563,2092,1509.69,1466.46,1591.74,2127.62,1466.46,2147.09
9,0,0,6.40127,4.18309,4.09812,6.49333,6.47692,6.39195,6.54034,2091.59,1503.24,1484.85,1591.57,2119.7,2101.31,2146.82
9,1,0,6.4008,4.1829,4.01773,6.49265,6.47673,4.01773,6.54034,2091.26,1503.24,1455.91,1591.47,2119.7,1455.91,2146.82
9,2,0,6.4008,4.1829,3.99687,6.49265,6.47672,3.99687,6.54034,2091.26,1503.24,1447.44,1591.47,2119.7,1447.44,2146.82
9,3,0,6.4008,4.18289,3.99804,6.49265,6.47672,3.99804,6.54034,2091.26,1503.24,1449.5,1591.47,2119.7,1449.5,2146.82
9,4,0,6.4008,4.1829,4.01769,6.49266,6.47673,4.01769,6.54034,2091.26,1503.24,1451,1591.47,2119.7,1451,2146.82
9,5,0,6.4008,4.18289,4.02401,6.49265,6.47672,4.02401,6.54034,2091.26,1503.24,1453.35,1591.47,2119.7,1453.35,2146.82
10,0,0,6.40127,4.15454,4.09692,6.49333,6.48374,6.42612,6.54436,2091.59,1497.46,1484.48,1591.57,2123.76,2110.78,2149.07
10,1,0,6.3996,4.15431,3.98389,6.49157,6.48351,3.98389,6.54436,2091.15,1497.46,1441.55,1592.13,2123.76,1441.55,2149.07
10,2,0,6.3996,4.15431,4.00247,6.49157,6.48351,4.00247,6.54436,2091.15,1497.46,1442.49,1592.13,2123.76,1442.49,2149.07
10,3,0,6.3996,4.15431,4.00308,6.49157,6.48351,4.00308,6.54436,2091.15,1497.46,1447.79,1592.13,2123.76,1447.79,2149.07
10,4,0,6.3996,4.15432,3.99809,6.49157,6.48352,3.99809,6.54436,2091.15,1497.46,1452.39,1592.13,2123.76,1452.39,2149.07
10,5,0,6.3996,4.15431,3.98191,6.49157,6.48351,3.98191,6.54436,2091.15,1497.46,1440.48,1592.13,2123.76,1440.48,2149.07
11,0,0,6.40127,4.1792,4.11236,6.49333,6.48103,6.41419,6.54567,2091.59,1503.13,1493.81,1591.57,2118.87,2109.56,2148.13
11,1,0,6.40104,4.17901,4.01257,6.49302,6.48084,4.01257,6.54567,2091.59,1503.13,1453.52,1591.8,2118.87,1453.52,2148.13
11,2,0,6.40103,4.179,3.99367,6.49301,6.48084,3.99367,6.54567,2090.99,1502.52,1447.72,1591.19,2118.27,1447.72,2148.13
11,3,0,6.40104,4.17901,3.97757,6.49302,6.48084,3.97757,6.54567,2091.59,1503.13,1442.37,1591.8,2118.87,1442.37,2148.13
11,4,0,6.40103,4.179,3.98227,6.49301,6.48084,3.98227,6.54567,2090.99,1502.52,1447.04,1591.19,2118.27,1447.04,2148.13
11,5,0,6.40104,4.179,4.03567,6.49302,6.48084,4.03567,6.54567,2090.99,1502.52,1455.01,1591.19,2118.27,1455.01,2148.13
12,0,1,6.40127,4.19126,4.1399,6.49333,6.47172,6.42036,6.54053,2091.59,1509.59,1508.95,1591.57,2119.15,2118.5,2146.82
12,1,1,6.40072,4.19097,4.03702,6.49279,6.47143,4.03702,6.54053,2090.99,1508.99,1457.22,1591.47,2118.54,1457.22,2146.82
12,2,1,6.40072,4.19097,3.99203,6.49279,6.47143,3.99203,6.54053,2090.99,1508.99,1449,1591.47,2118.54,1449,2146.82
12,3,1,6.40072,4.19097,4.0205,6.4928,6.47143,4.0205,6.54053,2090.99,1508.99,1454.21,1591.47,2118.54,1454.21,2146.82
12,4,1,6.40072,4.19097,4.05101,6.49279,6.47143,4.05101,6.54053,2090.99,1508.99,1459.67,1591.47,2118.54,1459.67,2146.82
12,5,1,6.40073,4.19098,4.02063,6.49281,6.47144,4.02063,6.54053,2090.99,1508.99,1460.32,1591.47,2118.54,1460.32,2146.82
13,0,1,6.40127,4.19711,4.12472,6.49333,6.46729,6.39489,6.5407,2091.59,1511.75,1501.6,1591.57,2117.2,2107.05,2147.69
13,1,1,6.401,4.19691,4.04938,6.49287,6.46708,4.04938,6.5407,2090.99,1511.15,1460.27,1591.47,2116.6,1460.27,2147.69
13,2,1,6.401,4.19691,4.02181,6.49287,6.46708,4.02181,6.5407,2090.99,1511.15,1450.16,1591.47,2116.6,1450.16,2147.69
13,3,1,6.401,4.19691,4.04458,6.49287,6.46709,4.04458,6.5407,2090.99,1511.15,1460.24,1591.47,2116.6,1460.24,2147.69
13,4,1,6.401,4.19691,4.01299,6.49287,6.46708,4.01299,6.5407,2090.99,1511.15,1458.7,1591.47,2116.6,1458.7,2147.69
13,5,1,6.401,4.19691,4.03542,6.49287,6.46709,4.03542,6.5407,2090.99,1511.15,1456.79,1591.47,2116.6,1456.79,2147.69
14,0,1,6.40127,4.19137,4.10447,6.49333,6.47017,6.38327,6.54094,2091.59,1507.68,1492.6,1591.57,2117.11,2102.02,2146.82
14,1,1,6.40096,4.19118,4.02025,6.49314,6.46998,4.02025,6.54094,2091.86,1507.68,1460.6,1591.57,2117.11,1460.6,2146.82
14,2,1,6.40096,4.19118,4.02373,6.49315,6.46998,4.02373,6.54094,2091.86,1507.68,1458.61,1591.57,2117.11,1458.61,2146.82
14,3,1,6.40097,4.19119,4.00614,6.49315,6.46999,4.00614,6.54094,2091.86,1507.68,1445.04,1591.57,2117.11,1445.04,2146.82
