rank,thr,socket,uc_ct,uc_pt,uc_tt,ooc_ct,ooc_pt,ooc_tt,total_runtime,uc_ce,uc_pe,uc_te,ooc_ce,ooc_pe,ooc_te,total_energy
0,0,0,175.062,163.454,160.248,180.379,179.648,176.442,184.415,57947.9,55478.9,55398,58605.7,59848.2,59767.4,61838.2
0,1,0,175.062,163.454,158.509,180.378,179.648,158.509,184.415,57947.4,55478.9,54145.4,58604.8,59848.2,54145.4,61838.2
0,2,0,175.062,163.454,158.308,180.378,179.648,158.308,184.415,57947.4,55478.9,54209.3,58604.8,59848.2,54209.3,61838.2
0,3,0,175.062,163.454,159.078,180.378,179.648,159.078,184.415,57947.4,55478.9,54071.2,58604.8,59848.2,54071.2,61838.2
0,4,0,175.062,163.454,158.742,180.378,179.648,158.742,184.415,57947.4,55478.9,53863.2,58604.8,59848.2,53863.2,61838.2
0,5,0,175.062,163.454,158.186,180.378,179.647,158.186,184.415,57947.4,55478.9,54250.6,58604.8,59848.2,54250.6,61838.2
1,0,0,175.062,159.461,156.312,180.379,179.869,176.72,184.416,57947.9,54326.8,53977.6,58605.7,60072.9,59723.8,61838.5
1,1,0,175.062,159.461,154.881,180.378,179.869,154.881,184.416,57947.9,54326.8,52920.6,58605.2,60072.9,52920.6,61838.5
1,2,0,175.062,159.461,155.13,180.378,179.869,155.13,184.416,57947.9,54326.8,52981.5,58605.2,60072.9,52981.5,61838.5
1,3,0,175.062,159.461,154.905,180.378,179.869,154.905,184.416,57947.9,54326.8,53065.5,58605.2,60072.9,53065.5,61838.5
1,4,0,175.062,159.46,154.736,180.378,179.869,154.736,184.416,57947.9,54326.8,53159.1,58605.2,60072.9,53159.1,61838.5
1,5,0,175.062,159.46,155.292,180.378,179.869,155.292,184.416,57947.9,54326.8,52818.2,58605.2,60072.9,52818.2,61838.5
2,0,0,175.062,159.358,156.108,180.379,179.731,176.481,184.416,57947.9,54240.3,54032.1,58605.7,60010.3,59802.1,61838.2
2,1,0,175.062,159.358,154.729,180.378,179.731,154.729,184.416,57947.4,54240.3,52767.4,58604.8,60010.3,52767.4,61838.2
2,2,0,175.062,159.358,154.964,180.378,179.731,154.964,184.416,57947.4,54240.3,52948.1,58604.8,60010.3,52948.1,61838.2
2,3,0,175.062,159.358,154.737,180.378,179.731,154.737,184.416,57947.4,54240.3,53062.8,58604.8,60010.3,53062.8,61838.2
2,4,0,175.062,159.358,154.566,180.378,179.731,154.566,184.416,57947.4,54240.3,53038.1,58604.8,60010.3,53038.1,61838.2
