rank,thr,socket,uc_ct,uc_pt,uc_tt,ooc_ct,ooc_pt,ooc_tt,total_runtime,uc_ce,uc_pe,uc_te,ooc_ce,ooc_pe,ooc_te,total_energy
0,0,0,4.25483,4.18408,4.15582,4.3655,4.35355,4.32528,4.40015,1492.45,1473.12,1471.02,1531.46,1531.47,1529.38,1541.3
0,1,0,4.25415,4.18372,4.01275,4.36335,4.35318,4.01275,4.40015,1492.88,1473.12,1418.94,1532.46,1531.47,1418.94,1541.3
0,2,0,4.25415,4.18372,4.00278,4.36336,4.35319,4.00278,4.40015,1492.88,1473.12,1420.17,1532.46,1531.47,1420.17,1541.3
0,3,0,4.25415,4.18373,4.00383,4.36336,4.35319,4.00383,4.40015,1492.88,1473.12,1419.8,1532.46,1531.47,1419.8,1541.3
1,0,0,4.25483,4.08827,4.05688,4.3655,4.35945,4.32806,4.40423,1492.45,1440.48,1433.37,1531.46,1529.2,1522.08,1542.59
1,1,0,4.25447,4.08809,3.92561,4.36507,4.35927,3.92561,4.40423,1492.45,1440.48,1388.95,1532.05,1529.2,1388.95,1542.59
1,2,0,4.25447,4.08808,3.94079,4.36506,4.35927,3.94079,4.40423,1492.45,1440.48,1396.2,1532.05,1529.2,1396.2,1542.59
1,3,0,4.25447,4.08808,3.93925,4.36506,4.35927,3.93925,4.40423,1492.45,1440.48,1397.34,1532.05,1529.2,1397.34,1542.59
2,0,0,4.25483,4.03759,4.00056,4.3655,4.35835,4.32132,4.40442,1492.45,1419.76,1413.84,1531.46,1529.69,1523.77,1542.59
2,1,0,4.25427,4.03739,3.85757,4.36467,4.35815,3.85757,4.40442,1492.45,1419.76,1364.94,1532.05,1529.69,1364.94,1542.59
2,2,0,4.25427,4.0374,3.8692,4.36467,4.35816,3.8692,4.40442,1492.45,1419.76,1367.42,1532.05,1529.69,1367.42,1542.59
2,3,0,4.25427,4.0374,3.85145,4.36467,4.35816,3.85145,4.40442,1492.45,1419.76,1360.19,1532.05,1529.69,1360.19,1542.59
3,0,0,4.25483,4.13999,4.09262,4.3655,4.35828,4.31091,4.40409,1492.45,1449.79,1438.85,1531.46,1523.09,1512.15,1542.59
3,1,0,4.25447,4.13982,3.98558,4.36513,4.35811,3.98558,4.40409,1492.45,1449.79,1401.97,1531.46,1523.09,1401.97,1542.59
3,2,0,4.25447,4.13982,3.97197,4.36512,4.35811,3.97197,4.40409,1492.45,1449.79,1397.6,1531.46,1523.09,1397.6,1542.59
3,3,0,4.25447,4.13982,3.97944,4.36512,4.35811,3.97944,4.40409,1492.45,1449.79,1402.21,1531.46,1523.09,1402.21,1542.59
4,0,1,4.25483,4.11664,4.05329,4.3655,4.35136,4.28802,4.404,1492.45,1445.12,1428.83,1531.46,1527.42,1511.13,1542.59
4,1,1,4.2545,4.11646,3.94293,4.36477,4.35119,3.94293,4.404,1492.45,1445.12,1393.7,1532.61,1527.42,1393.7,1542.59
4,2,1,4.2545,4.11646,3.94351,4.36477,4.35119,3.94351,4.404,1492.45,1445.12,1393.58,1532.61,1527.42,1393.58,1542.59
4,3,1,4.2545,4.11647,3.94264,4.36478,4.35119,3.94264,4.404,1492.45,1445.12,1395.16,1532.61,1527.42,1395.16,1542.59
