rank,thr,socket,uc_ct,uc_pt,uc_tt,ooc_ct,ooc_pt,ooc_tt,total_runtime,uc_ce,uc_pe,uc_te,ooc_ce,ooc_pe,ooc_te,total_energy
0,0,0,447.973,416.084,406.909,465.011,462.689,453.515,476.106,140877,133956,133787,142970,145718,145549,150858
0,1,0,447.973,416.084,405.918,465.011,462.689,405.918,476.106,140876,133956,130667,142970,145718,130667,150858
0,2,0,447.973,416.084,403.859,465.011,462.689,403.859,476.106,140876,133956,130835,142970,145718,130835,150858
0,3,0,447.973,416.084,402.897,465.011,462.689,402.897,476.106,140876,133956,131284,142970,145718,131284,150858
0,4,0,447.973,416.083,404.706,465.011,462.689,404.706,476.106,140876,133956,130408,142970,145718,130408,150858
0,5,0,447.973,416.083,403.202,465.011,462.689,403.202,476.106,140876,133956,131194,142970,145718,131194,150858
1,0,0,447.973,408.544,399.614,465.011,463.661,454.731,476.107,140877,131499,131166,142970,145834,145500,150862
1,1,0,447.973,408.544,397.12,465.011,463.661,397.12,476.107,140876,131499,128098,142969,145834,128098,150862
1,2,0,447.973,408.544,396.227,465.011,463.661,396.227,476.107,140876,131499,128882,142969,145834,128882,150862
1,3,0,447.973,408.544,397.084,465.011,463.661,397.084,476.107,140876,131499,128356,142969,145834,128356,150862
1,4,0,447.973,408.544,396.864,465.011,463.661,396.864,476.107,140876,131499,128672,142969,145834,128672,150862
1,5,0,447.973,408.544,398.053,465.011,463.661,398.053,476.107,140876,131499,127846,142969,145834,127846,150862
2,0,0,447.973,407.78,398.79,465.011,463.639,454.653,476.107,140877,131308,130945,142970,145887,145525,150863
2,1,0,447.973,407.78,394.979,465.011,463.639,394.979,476.107,140876,131308,128589,142969,145887,128589,150863
2,2,0,447.973,407.78,396.161,465.011,463.639,396.161,476.107,140876,131308,128182,142969,145887,128182,150863
2,3,0,447.973,407.78,395.41,465.011,463.639,395.41,476.107,140876,131308,128418,142969,145887,128418,150863
2,4,0,447.973,407.78,396.905,465.011,463.639,396.905,476.107,140876,131308,127555,142969,145887,127555,150863
2,5,0,447.973,407.78,395.798,465.011,463.639,395.798,476.107,140876,131308,127840,142969,145887,127840,150863
3,0,0,447.973,409.128,400.199,465.011,463.485,454.556,476.107,140877,131808,131217,142970,145908,145316,150862
3,1,0,447.973,409.128,398.347,465.011,463.485,398.347,476.107,140876,131808,128898,142969,145908,128898,150862
3,2,0,447.973,409.128,397.762,465.011,463.485,397.762,476.107,140876,131808,128593,142969,145908,128593,150862
3,3,0,447.973,409.128,397.798,465.011,463.485,397.798,476.107,140876,131808,129253,142969,145908,129253,150862
3,4,0,447.973,409.128,397.576,465.011,463.484,397.576,476.107,140876,131808,129303,142969,145908,129303,150862
3,5,0,447.973,409.128,398.995,465.011,463.484,398.995,476.107,140876,131808,128390,142969,145908,128390,150862
4,0,1,447.973,412.615,402.957,465.011,461.736,452.078,476.107,140877,132676,132626,142970,145134,145084,150862
4,1,1,447.973,412.614,400.56,465.011,461.735,400.56,476.107,140876,132676,129164,142969,145134,129164,150862
4,2,1,447.973,412.615,399.993,465.011,461.736,399.993,476.107,140876,132676,129358,142969,145134,129358,150862
4,3,1,447.973,412.614,399.393,465.011,461.735,399.393,476.107,140876,132676,129544,142969,145134,129544,150862
4,4,1,447.973,412.614,399.57,465.011,461.735,399.57,476.107,140876,132676,129830,142969,145134,129830,150862
4,5,1,447.973,412.614,401.623,465.011,461.735,401.623,476.107,140876,132676,128668,142969,145134,128668,150862
5,0,1,447.973,411.995,401.558,465.011,461.267,450.83,476.107,140877,132507,131845,142970,145032,144370,150862
5,1,1,447.973,411.995,398.905,465.011,461.267,398.905,476.107,140876,132507,128464,142969,145032,128464,150862
5,2,1,447.973,411.995,397.666,465.011,461.267,397.666,476.107,140876,132507,129125,142969,145032,129125,150862
5,3,1,447.973,411.994,398.18,465.011,461.267,398.18,476.107,140876,132507,128643,142969,145032,128643,150862
5,4,1,447.973,411.995,399.289,465.011,461.267,399.289,476.107,140876,132507,127979,142969,145032,127979,150862
5,5,1,447.973,411.994,397.357,465.011,461.267,397.357,476.107,140876,132507,129292,142969,145032,129292,150862
6,0,1,447.973,415.242,404.508,465.011,461.406,450.673,476.107,140877,133216,132897,142970,144859,144540,150862
6,1,1,447.973,415.241,402.749,465.011,461.406,402.749,476.107,140876,133216,129757,142969,144859,129757,150862
6,2,1,447.973,415.241,402.312,465.011,461.406,402.312,476.107,140876,133216,129866,142969,144859,129866,150862
6,3,1,447.973,415.242,402.257,465.011,461.406,402.257,476.107,140876,133216,130317,142969,144859,130317,150862
6,4,1,447.973,415.241,401.446,465.011,461.406,401.446,476.107,140876,133216,130408,142969,144859,130408,150862
6,5,1,447.973,415.242,403.579,465.011,461.406,403.579,476.107,140876,133216,129189,142969,144859,129189,150862
7,0,1,447.973,416.101,405.011,465.011,461.444,450.354,476.107,140877,133490,132985,142970,144909,144403,150862
7,1,1,447.973,416.101,402.622,465.011,461.443,402.622,476.107,140876,133490,129812,142969,144909,129812,150862
