rank,thr,socket,uc_ct,uc_pt,uc_tt,ooc_ct,ooc_pt,ooc_tt,total_runtime,uc_ce,uc_pe,uc_te,ooc_ce,ooc_pe,ooc_te,total_energy
0,0,0,468.438,434.495,426.249,491.914,489.363,481.129,501.118,126378,120549,120279,128692,130916,130649,135057
0,1,0,468.438,434.495,425.214,491.914,489.363,425.214,501.118,126378,120549,117781,128692,130916,117781,135057
0,2,0,468.438,434.495,420.561,491.914,489.363,420.561,501.118,126378,120549,117232,128692,130916,117232,135057
0,3,0,468.438,434.495,419.865,491.914,489.363,419.865,501.118,126378,120549,117617,128692,130916,117617,135057
1,0,0,468.438,418.874,412.584,491.914,491.072,484.782,501.121,126378,116886,116585,128692,131622,131321,135058
1,1,0,468.437,418.873,410.01,491.914,491.071,410.01,501.121,126378,116886,114516,128692,131622,114516,135058
1,2,0,468.437,418.873,409.059,491.914,491.071,409.059,501.121,126378,116886,114815,128692,131622,114815,135058
1,3,0,468.437,418.873,410.541,491.914,491.071,410.541,501.121,126378,116886,114347,128692,131622,114347,135058
2,0,0,468.438,414.726,408.319,491.914,490.902,484.495,501.121,126378,115817,115496,128692,131598,131278,135057
2,1,0,468.438,414.725,405.831,491.914,490.902,405.831,501.121,126378,115817,113095,128693,131598,113095,135057
2,2,0,468.437,414.725,404.93,491.914,490.902,404.93,501.121,126378,115817,113592,128693,131598,113592,135057
2,3,0,468.438,414.725,405.862,491.914,490.902,405.862,501.121,126378,115817,113357,128693,131598,113357,135057
3,0,0,468.438,426.865,419.84,491.914,490.919,483.897,501.121,126378,118920,118451,128692,131506,131037,135057
3,1,0,468.437,426.865,415.735,491.914,490.919,415.735,501.121,126378,118920,115863,128692,131506,115863,135057
3,2,0,468.437,426.865,414.321,491.914,490.919,414.321,501.121,126378,118920,116164,128692,131506,116164,135057
3,3,0,468.437,426.865,415.663,491.914,490.919,415.663,501.121,126378,118920,115581,128692,131506,115581,135057
4,0,1,468.438,424.753,417.406,491.914,488.243,480.902,501.121,126378,118338,117940,128692,130768,130372,135058
4,1,1,468.438,424.753,414.381,491.914,488.243,414.381,501.121,126378,118338,115140,128692,130768,115140,135058
4,2,1,468.437,424.753,414.05,491.914,488.243,414.05,501.121,126378,118338,115427,128692,130768,115427,135058
4,3,1,468.437,424.753,413.361,491.914,488.243,413.361,501.121,126378,118338,115811,128692,130768,115811,135058
5,0,1,468.438,426.478,419.446,491.914,489.443,482.411,501.121,126378,118710,118334,128692,131145,130769,135058
5,1,1,468.437,426.478,416.168,491.914,489.442,416.168,501.121,126378,118710,115723,128692,131145,115723,135058
5,2,1,468.438,426.478,415.158,491.914,489.442,415.158,501.121,126378,118710,116031,128692,131145,116031,135058
5,3,1,468.437,426.478,416.426,491.914,489.442,416.426,501.121,126378,118710,115546,128692,131145,115546,135058
6,0,1,468.438,426.657,420.31,491.914,488.875,482.528,501.122,126378,118719,118599,128692,131102,130982,135058
6,1,1,468.438,426.657,415.081,491.914,488.874,415.081,501.122,126378,118719,115460,128693,131102,115460,135058
6,2,1,468.437,426.656,415.548,491.914,488.874,415.548,501.122,126378,118719,115269,128693,131102,115269,135058
6,3,1,468.437,426.656,414.81,491.914,488.874,414.81,501.122,126378,118719,115780,128693,131102,115780,135058
7,0,1,468.438,426.785,420.086,491.914,488.995,482.297,501.121,126378,118887,118728,128692,131034,130875,135057
7,1,1,468.438,426.784,415.201,491.914,488.995,415.201,501.121,126378,118887,115450,128693,131034,115450,135057
7,2,1,468.437,426.784,415.009,491.914,488.995,415.009,501.121,126378,118887,115570,128693,131034,115570,135057
7,3,1,468.437,426.784,414.025,491.914,488.995,414.025,501.121,126378,118887,115874,128693,131034,115874,135057
8,0,0,468.438,418.913,412.665,491.914,490.738,484.49,501.121,126378,117007,116777,128692,131731,131501,135058
8,1,0,468.437,418.913,408.426,491.914,490.737,408.426,501.121,126378,117007,113995,128692,131731,113995,135058
8,2,0,468.437,418.913,407.924,491.914,490.737,407.924,501.121,126378,117007,114229,128692,131731,114229,135058
8,3,0,468.438,418.913,408.391,491.914,490.737,408.391,501.121,126378,117007,113823,128692,131731,113823,135058
9,0,0,468.438,429.597,422.744,491.914,490.971,484.118,501.121,126378,119682,119399,128692,131606,131323,135058
9,1,0,468.437,429.597,419.235,491.914,490.971,419.235,501.121,126378,119682,116589,128692,131606,116589,135058
9,2,0,468.437,429.597,418.285,491.914,490.971,418.285,501.121,126378,119682,117042,128692,131606,117042,135058
9,3,0,468.437,429.597,418.861,491.914,490.971,418.861,501.121,126378,119682,116831,128692,131606,116831,135058
10,0,0,468.438,419.959,413.815,491.914,490.781,484.637,501.121,126378,117238,116839,128692,131710,131310,135057
10,1,0,468.438,419.959,411.061,491.914,490.781,411.061,501.121,126378,117238,114404,128692,131710,114404,135057
10,2,0,468.437,419.959,410.395,491.914,490.781,410.395,501.121,126378,117238,114601,128692,131710,114601,135057
10,3,0,468.437,419.959,409.852,491.914,490.78,409.852,501.121,126378,117238,114891,128692,131710,114891,135057
11,0,0,468.438,423.645,416.6,491.914,490.652,483.608,501.121,126378,118188,117680,128692,131542,131034,135058
11,1,0,468.437,423.645,414.436,491.914,490.652,414.436,501.121,126378,118188,115753,128692,131542,115753,135058
11,2,0,468.437,423.645,413.848,491.914,490.651,413.848,501.121,126378,118188,116055,128692,131542,116055,135058
11,3,0,468.437,423.645,414.819,491.914,490.651,414.819,501.121,126378,118188,115469,128692,131542,115469,135058
12,0,1,468.438,424.527,417.824,491.914,488.631,481.958,501.122,126378,118241,117951,128692,131142,130859,135058
12,1,1,468.437,424.526,412.839,491.914,488.631,412.839,501.122,126378,118241,115346,128693,131142,115346,135058
12,2,1,468.437,424.526,413.519,491.914,488.631,413.519,501.122,126378,118241,114824,128693,131142,114824,135058
