rank,thr,socket,uc_ct,uc_pt,uc_tt,ooc_ct,ooc_pt,ooc_tt,total_runtime,uc_ce,uc_pe,uc_te,ooc_ce,ooc_pe,ooc_te,total_energy
0,0,0,547.846,486.498,486.498,562.377,561.863,561.863,565.321,82394,77040.3,77040.3,94821.4,91853.5,91853.5,142057
0,1,0,0,0,0,0,0,0,565.321,0,0,0,0,0,0,142057
0,2,0,0,0,0,0,0,0,565.321,0,0,0,0,0,0,142057
1,0,0,547.846,408.533,408.533,562.377,561.773,561.773,565.319,82394,62659.9,62659.9,94821.4,98658.4,98658.4,142057
2,0,0,547.846,402.411,402.411,562.377,561.702,561.702,565.323,82394,62151.6,62151.6,94821.4,99722.8,99722.8,142057
3,0,0,547.846,412.376,412.376,562.377,561.708,561.708,565.323,82394,62663.7,62663.7,94821.4,97797.2,97797.2,142058
4,0,1,547.846,418.613,418.613,562.377,561.224,561.224,565.324,82394,64666.3,64666.3,94821.4,97952.8,97952.8,142058
5,0,1,547.846,419.017,419.017,562.377,561.155,561.155,565.324,82394,64299.7,64299.7,94821.4,97318.3,97318.3,142058
6,0,1,547.846,419.014,419.014,562.377,561.189,561.189,565.323,82394,65743.8,65743.8,94821.4,98442.9,98442.9,142058
7,0,1,547.846,419.146,419.146,562.377,561.211,561.211,565.325,82394,65474.8,65474.8,94821.4,98303.7,98303.7,142058
8,0,0,547.846,475.51,475.51,562.377,560.909,560.909,565.322,82394,76478.8,76478.8,94821.4,93542.2,93542.2,142057
9,0,0,547.846,406.553,406.553,562.377,561.753,561.753,565.325,82394,63196.4,63196.4,94821.4,99582.7,99582.7,142058
10,0,0,547.846,402.514,402.514,562.377,561.671,561.671,565.324,82394,62805.6,62805.6,94821.4,99944.6,99944.6,142058
11,0,0,547.846,411.033,411.033,562.377,561.637,561.637,565.326,82394,64701.5,64701.5,94821.4,99468.9,99468.9,142058
12,0,1,547.846,417.713,417.713,562.377,561.238,561.238,565.325,82394,65813.2,65813.2,94821.4,98932.1,98932.1,142058
13,0,1,547.846,411.489,411.489,562.377,561.347,561.347,565.327,82394,63678.3,63678.3,94821.4,98859.1,98859.1,142058
