rank,thr,uc_ct,uc_pt,uc_tt,ooc_ct,ooc_pt,ooc_tt,total_runtime,uc_ce,uc_pe,uc_te,ooc_ce,ooc_pe,ooc_te,total_energy
0,0,208.163,201.958,71.7779,213.752,207.843,77.6632,224.16,4796.83,4667,5326.54,9346.43,6270.01,6929.55,61734.2
8
6,0,208.163,197.254,79.5044,213.752,210.995,93.2452,224.912,4796.83,4529.01,4848.7,9350.3,8372.73,8692.42,61872.9
2,0,208.163,191.132,78.3773,213.752,211.555,98.8006,224.437,4796.83,4414.6,4893.42,9353.7,10257.4,10736.2,61784.2
4,0,208.163,205.884,75.8552,213.752,211.641,81.6116,225.591,4796.83,4715.41,5167.43,9344.94,6109.64,6561.65,62001.6
5,0,208.163,201.633,82.2963,213.752,211.036,91.6991,225,4796.83,4643.41,5038.33,9347.56,7198.3,7593.23,61889.3
7,0,208.163,206.181,83.701,213.752,209.451,86.9705,224.588,4796.83,4930.16,5299.44,9344.94,5775.34,6144.61,61812.2
6,1,208.146,197.254,100.015,213.731,210.977,100.015,224.912,4795.77,4529.01,2390.16,9346.31,8367.37,2390.16,61872.9
1,1,208.14,193.982,97.9868,213.726,211.696,97.9868,224.527,4794.64,4414.81,2294.19,9345.8,9467.43,2294.19,61800.8
3,1,208.102,171.089,86.2047,213.688,212.967,86.2047,225.031,4794.09,4114.19,1971.86,9344.94,15916.7,1971.86,61895.1
2,1,208.135,191.131,97.1616,213.721,211.525,97.1616,224.437,4794.4,4414.6,2257.16,9345.57,10248.6,2257.16,61784.2
4,1,208.163,205.884,110.256,213.749,211.641,110.256,225.591,4796.83,4715.41,2476.22,9347.38,6109.64,2476.22,62001.6
7,1,208.162,206.181,103.326,213.747,209.45,103.326,224.588,4795.65,4930.16,2459.38,9346.5,5775.34,2459.38,61812.2
5,1,208.155,201.633,74.1411,213.74,211.027,74.1411,225,4797.4,4643.41,2521.7,9348.25,7195.68,2521.7,61889.3
0,1,208.154,201.958,99.1786,213.741,207.838,99.1786,224.16,4798.48,4667,2472.32,9349.85,6268.52,2472.32,61734.2
6,2,208.146,197.253,100.108,213.731,210.977,100.108,224.912,4795.77,4529.01,2402.32,9346.31,8367.37,2402.32,61872.9
1,2,208.139,193.981,93.6901,213.725,211.695,93.6901,224.527,4794.35,4414.53,2287.29,9345.52,9467.14,2287.29,61800.8
3,2,208.102,171.089,82.884,213.688,212.967,82.884,225.031,4794.09,4114.19,2041.62,9344.94,15916.7,2041.62,61895.1
2,2,208.135,191.131,91.3969,213.721,211.524,91.3969,224.437,4794.4,4414.6,2290.7,9345.57,10248.6,2290.7,61784.2
4,2,208.163,205.884,99.9604,213.749,211.64,99.9604,225.591,4796.83,4715.41,2504.94,9347.38,6109.64,2504.94,62001.6
7,2,208.162,206.181,98.9708,213.747,209.45,98.9708,224.588,4795.65,4930.16,2539.31,9346.5,5775.34,2539.31,61812.2
5,2,208.155,201.633,102.717,213.74,211.027,102.717,225,4797.4,4643.41,2440.01,9348.25,7195.68,2440.01,61889.3
0,2,208.155,201.958,95.7741,213.741,207.839,95.7741,224.16,4798.48,4667,2518.09,9349.85,6268.52,2518.09,61734.2
6,3,208.146,197.253,95.4382,213.731,210.976,95.4382,224.912,4795.77,4529.01,2445.75,9346.31,8367.37,2445.75,61872.9
1,3,208.139,193.981,70.3307,213.725,211.695,70.3307,224.527,4794.35,4414.53,2383.82,9345.52,9467.14,2383.82,61800.8
3,3,208.102,171.089,59.0088,213.687,212.967,59.0088,225.031,4794.09,4114.19,2111.94,9344.94,15916.7,2111.94,61895.1
2,3,208.135,191.131,70.8479,213.721,211.524,70.8479,224.437,4794.4,4414.6,2400.32,9345.57,10248.6,2400.32,61784.2
4,3,208.162,205.884,105.215,213.748,211.64,105.215,225.591,4796.83,4715.41,2512.39,9347.38,6109.64,2512.39,62001.6
7,3,208.162,206.181,73.5731,213.748,209.45,73.5731,224.588,4795.65,4930.16,2581.25,9346.5,5775.34,2581.25,61812.2
5,3,208.154,201.633,109.678,213.74,211.027,109.678,225,4797.4,4643.41,2416.6,9348.25,7195.68,2416.6,61889.3
0,3,208.155,201.958,80.3298,213.741,207.839,80.3298,224.16,4798.48,4667,2544.11,9349.85,6268.52,2544.11,61734.2
6,4,208.146,197.253,105.573,213.731,210.977,105.573,224.912,4795.77,4529.01,2369.71,9346.31,8367.37,2369.71,61872.9
1,4,208.139,193.981,97.1134,213.725,211.695,97.1134,224.527,4794.35,4414.53,2320.07,9345.52,9467.14,2320.07,61800.8
3,4,208.102,171.089,85.3672,213.688,212.967,85.3672,225.031,4794.09,4114.19,2004.18,9344.94,15916.7,2004.18,61895.1
2,4,208.135,191.131,96.2195,213.721,211.525,96.2195,224.437,4794.4,4414.6,2281.42,9345.57,10248.6,2281.42,61784.2
4,4,208.163,205.884,79.1692,213.748,211.64,79.1692,225.591,4796.83,4715.41,2611.24,9347.38,6109.64,2611.24,62001.6
7,4,208.162,206.181,102.166,213.747,209.45,102.166,224.588,4795.65,4930.16,2539.4,9346.5,5775.34,2539.4,61812.2
5,4,208.155,201.633,96.3921,213.74,211.027,96.3921,225,4797.4,4643.41,2461.04,9348.25,7195.68,2461.04,61889.3
0,4,208.155,201.958,97.069,213.741,207.838,97.069,224.16,4798.48,4667,2500.31,9349.85,6268.52,2500.31,61734.2
6,5,208.146,197.253,71.8031,213.731,210.977,71.8031,224.912,4795.77,4529.01,2439.6,9346.31,8367.37,2439.6,61872.9
1,5,208.139,193.981,105.272,213.725,211.695,105.272,224.527,4794.35,4414.53,2220.05,9345.52,9467.14,2220.05,61800.8
3,5,208.102,171.089,79.948,213.687,212.967,79.948,225.031,4794.09,4114.19,1983.19,9344.94,15916.7,1983.19,61895.1
2,5,208.135,191.131,104.272,213.721,211.525,104.272,224.437,4794.4,4414.6,2242.72,9345.57,10248.6,2242.72,61784.2
4,5,208.162,205.884,113.135,213.748,211.64,113.135,225.591,4796.83,4715.41,2446.46,9347.38,6109.64,2446.46,62001.6
7,5,208.162,206.181,89.1924,213.748,209.45,89.1924,224.588,4795.65,4930.16,2556.88,9346.5,5775.34,2556.88,61812.2
5,5,208.154,201.632,101.89,213.74,211.027,101.89,225,4797.4,4643.41,2480.35,9348.25,7195.68,2480.35,61889.3
0,5,208.155,201.958,108.72,213.741,207.839,108.72,224.16,4798.48,4667,2507.91,9349.85,6268.52,2507.91,61734.2
6,6,208.146,197.253,107.791,213.731,210.976,107.791,224.912,4795.77,4529.01,2401.88,9346.31,8367.37,2401.88,61872.9
1,6,208.139,193.981,103.406,213.725,211.695,103.406,224.527,4794.35,4414.53,2330.21,9345.52,9467.14,2330.21,61800.8
3,6,208.102,171.089,90.236,213.687,212.967,90.236,225.031,4794.09,4114.19,1998.9,9344.94,15916.7,1998.9,61895.1
2,6,208.135,191.131,101.875,213.721,211.525,101.875,224.437,4794.4,4414.6,2263.06,9345.57,10248.6,2263.06,61784.2
4,6,208.162,205.884,103.598,213.748,211.64,103.598,225.591,4796.83,4715.41,2522.09,9347.38,6109.64,2522.09,62001.6
7,6,208.162,206.181,111.258,213.748,209.45,111.258,224.588,4795.65,4930.16,2470.33,9346.5,5775.34,2470.33,61812.2
5,6,208.155,201.633,107.515,213.74,211.027,107.515,225,4797.4,4643.41,2425.53,9348.25,7195.68,2425.53,61889.3
0,6,208.155,201.958,106.253,213.741,207.838,106.253,224.16,4798.48,4667,2488.45,9349.85,6268.52,2488.45,61734.2
