rank,thr,uc_ct,uc_pt,uc_tt,ooc_ct,ooc_pt,ooc_tt,total_runtime,uc_ce,uc_pe,uc_te,ooc_ce,ooc_pe,ooc_te,total_energy
0,0,1000.18,884.131,825.862,1060.1,1048.04,989.78,1125.93,307087,276693,276783,309718,319702,319795,87907.9
1,0,1000.18,892.794,827.477,1060.1,1043.05,977.735,1125.94,307087,279467,278547,309718,317736,316817,87909.1
2,0,1000.18,880.788,817.84,1060.1,1040.31,977.371,1125.94,307087,275425,274733,309718,316469,315778,87909.1
4,0,1000.18,959.96,902.512,1060.1,1048.43,990.991,1125.94,307087,299838,299319,309718,319799,319284,87909.1
0,1,1000.18,884.13,827.151,1060.1,1048.04,827.151,1125.93,307087,276692,266513,309717,319702,266513,87907.9
1,1,1000.18,820.388,763.521,1060.1,1050.65,763.521,1125.94,307087,256930,248652,309718,319041,248652,87909.4
2,1,1000.18,880.787,822.916,1060.1,1040.31,822.916,1125.94,307087,275425,264915,309718,316469,264915,87909.1
5,1,1000.18,905.525,822.979,1060.1,1024.12,822.979,1125.94,307087,280717,265543,309718,313714,265543,87909.1
3,1,1000.18,892.794,835.152,1060.1,1043.05,835.152,1125.94,307087,279467,268104,309718,317736,268104,87909.1
4,1,1000.18,959.96,905.948,1060.1,1048.43,905.948,1125.94,307087,299838,291249,309717,319799,291249,87909.1
0,2,1000.18,884.13,825.538,1060.1,1048.04,825.538,1125.93,307087,276692,267578,309717,319702,267578,87907.9
1,2,1000.18,820.388,762.555,1060.1,1050.65,762.555,1125.94,307087,256930,248782,309718,319041,248782,87909.4
2,2,1000.18,880.787,817.614,1060.1,1040.31,817.614,1125.94,307087,275425,267031,309718,316469,267031,87909.1
5,2,1000.18,905.525,820.007,1060.1,1024.12,820.007,1125.94,307087,280717,265824,309718,313714,265824,87909.1
3,2,1000.18,892.794,835.867,1060.1,1043.05,835.867,1125.94,307087,279467,268748,309718,317736,268748,87909.1
4,2,1000.18,959.96,905.808,1060.1,1048.43,905.808,1125.94,307087,299838,291692,309717,319799,291692,87909.1
0,3,1000.18,884.13,823.577,1060.1,1048.04,823.577,1125.93,307087,276692,268029,309717,319702,268029,87907.9
1,3,1000.18,820.388,768.424,1060.1,1050.65,768.424,1125.94,307087,256930,245466,309718,319041,245466,87909.4
2,3,1000.18,880.787,821.29,1060.1,1040.31,821.29,1125.94,307087,275425,265934,309718,316469,265934,87909.1
5,3,1000.18,905.525,816.501,1060.1,1024.12,816.501,1125.94,307087,280717,268063,309718,313714,268063,87909.1
3,3,1000.18,892.794,835.692,1060.1,1043.05,835.692,1125.94,307087,279467,268130,309718,317736,268130,87909.1
4,3,1000.18,959.96,906.667,1060.1,1048.43,906.667,1125.94,307087,299838,291176,309717,319799,291176,87909.1
0,4,1000.18,884.13,825.657,1060.1,1048.04,825.657,1125.93,307087,276692,266863,309717,319702,266863,87907.9
1,4,1000.18,820.388,768.167,1060.1,1050.65,768.167,1125.94,307087,256930,245162,309718,319041,245162,87909.4
2,4,1000.18,880.787,822.763,1060.1,1040.31,822.763,1125.94,307087,275425,264634,309718,316469,264634,87909.1
5,4,1000.18,905.526,821.771,1060.1,1024.12,821.771,1125.94,307087,280717,265637,309718,313714,265637,87909.1
3,4,1000.18,892.793,833.021,1060.1,1043.05,833.021,1125.94,307087,279467,269004,309718,317736,269004,87909.1
4,4,1000.18,959.96,902.326,1060.1,1048.43,902.326,1125.94,307087,299838,292993,309717,319799,292993,87909.1
0,5,1000.18,884.13,832.802,1060.1,1048.04,832.802,1125.93,307087,276692,263422,309717,319702,263422,87907.9
1,5,1000.18,820.388,764.139,1060.1,1050.65,764.139,1125.94,307087,256930,247963,309718,319041,247963,87909.4
2,5,1000.18,880.787,828.753,1060.1,1040.31,828.753,1125.94,307087,275425,261566,309718,316469,261566,87909.1
5,5,1000.18,905.526,829.345,1060.1,1024.12,829.345,1125.94,307087,280717,262058,309718,313714,262058,87909.1
3,5,1000.18,892.794,831.248,1060.1,1043.05,831.248,1125.94,307087,279467,270286,309718,317736,270286,87909.1
4,5,1000.18,959.96,913.689,1060.1,1048.43,913.689,1125.94,307087,299838,288099,309717,319799,288099,87909.1
0,6,1000.18,884.13,833.546,1060.1,1048.04,833.546,1125.93,307087,276692,263792,309717,319702,263792,87907.9
1,6,1000.18,820.387,768.996,1060.1,1050.65,768.996,1125.94,307087,256930,245077,309718,319041,245077,87909.4
2,6,1000.18,880.787,818.734,1060.1,1040.31,818.734,1125.94,307087,275425,266176,309718,316469,266176,87909.1
5,6,1000.18,905.526,829.936,1060.1,1024.12,829.936,1125.94,307087,280717,262056,309718,313714,262056,87909.1
3,6,1000.18,892.794,841.094,1060.1,1043.05,841.094,1125.94,307087,279467,264827,309718,317736,264827,87909.1
4,6,1000.18,959.96,913.076,1060.1,1048.43,913.076,1125.94,307087,299838,288449,309717,319799,288449,87909.1
0,7,1000.18,884.13,830.82,1060.1,1048.04,830.82,1125.93,307087,276692,264220,309717,319702,264220,87907.9
1,7,1000.18,820.388,761.379,1060.1,1050.65,761.379,1125.94,307087,256930,248504,309718,319041,248504,87909.4
2,7,1000.18,880.787,828.96,1060.1,1040.31,828.96,1125.94,307087,275425,261757,309718,316469,261757,87909.1
5,7,1000.18,905.526,828.484,1060.1,1024.12,828.484,1125.94,307087,280717,262912,309718,313714,262912,87909.1
3,7,1000.18,892.794,839.168,1060.1,1043.05,839.168,1125.94,307087,279467,265824,309718,317736,265824,87909.1
4,7,1000.18,959.96,905.983,1060.1,1048.43,905.983,1125.94,307087,299838,292391,309717,319799,292391,87909.1
0,8,1000.18,884.13,831.997,1060.1,1048.04,831.997,1125.93,307087,276692,263912,309717,319702,263912,87907.9
1,8,1000.18,820.388,768.23,1060.1,1050.65,768.23,1125.94,307087,256930,245862,309718,319041,245862,87909.4
2,8,1000.18,880.787,825.305,1060.1,1040.31,825.305,1125.94,307087,275425,263369,309718,316469,263369,87909.1
5,8,1000.18,905.526,824.558,1060.1,1024.12,824.558,1125.94,307087,280717,266595,309718,313714,266595,87909.1
3,8,1000.18,892.794,840.239,1060.1,1043.05,840.239,1125.94,307087,279467,265590,309718,317736,265590,87909.1
4,8,1000.18,959.96,913.145,1060.1,1048.43,913.145,1125.94,307087,299838,289054,309717,319799,289054,87909.1
0,9,1000.18,884.13,829.197,1060.1,1048.04,829.197,1125.93,307087,276692,265068,309717,319702,265068,87907.9
1,9,1000.18,820.388,766.787,1060.1,1050.65,766.787,1125.94,307087,256930,246244,309718,319041,246244,87909.4
2,9,1000.18,880.788,827.198,1060.1,1040.31,827.198,1125.94,307087,275425,262069,309718,316469,262069,87909.1
5,9,1000.18,905.526,833.29,1060.1,1024.12,833.29,1125.94,307087,280717,262328,309718,313714,262328,87909.1
3,9,1000.18,892.794,839.983,1060.1,1043.05,839.983,1125.94,307087,279467,265639,309718,317736,265639,87909.1
4,9,1000.18,959.96,912.347,1060.1,1048.43,912.347,1125.94,307087,299838,289356,309717,319799,289356,87909.1
0,10,1000.18,884.13,831.984,1060.1,1048.04,831.984,1125.93,307087,276692,264246,309717,319702,264246,87907.9
1,10,1000.18,820.387,759.369,1060.1,1050.65,759.369,1125.94,307087,256930,249806,309718,319041,249806,87909.4
2,10,1000.18,880.787,828.516,1060.1,1040.31,828.516,1125.94,307087,275425,261761,309718,316469,261761,87909.1
5,10,1000.18,905.526,839.212,1060.1,1024.12,839.212,1125.94,307087,280717,265480,309718,313714,265480,87909.1
3,10,1000.18,892.794,837.693,1060.1,1043.05,837.693,1125.94,307087,279467,267159,309718,317736,267159,87909.1
4,10,1000.18,959.96,913.325,1060.1,1048.43,913.325,1125.94,307087,299838,289179,309717,319799,289179,87909.1
0,11,1000.18,884.13,824.048,1060.1,1048.04,824.048,1125.93,307087,276692,267783,309717,319702,267783,87907.9
1,11,1000.18,820.388,768.745,1060.1,1050.65,768.745,1125.94,307087,256930,245559,309718,319041,245559,87909.4
2,11,1000.18,880.787,827.44,1060.1,1040.31,827.44,1125.94,307087,275425,262248,309718,316469,262248,87909.1
5,11,1000.18,905.526,825.517,1060.1,1024.12,825.517,1125.94,307087,280717,268896,309718,313714,268896,87909.1
3,11,1000.18,892.794,840.694,1060.1,1043.05,840.694,1125.94,307087,279467,265216,309718,317736,265216,87909.1
4,11,1000.18,959.96,912.25,1060.1,1048.43,912.25,1125.94,307087,299838,289190,309717,319799,289190,87909.1
0,12,1000.18,884.13,822.496,1060.1,1048.04,822.496,1125.93,307087,276692,270123,309717,319702,270123,87907.9
1,12,1000.18,820.387,757.422,1060.1,1050.65,757.422,1125.94,307087,256930,250507,309718,319041,250507,87909.4
2,12,1000.18,880.787,817.661,1060.1,1040.31,817.661,1125.94,307087,275425,267478,309718,316469,267478,87909.1
5,12,1000.18,905.526,829.875,1060.1,1024.12,829.875,1125.94,307087,280717,263565,309718,313714,263565,87909.1
3,12,1000.18,892.794,828.644,1060.1,1043.05,828.644,1125.94,307087,279467,272133,309718,317736,272133,87909.1
4,12,1000.18,959.96,911.858,1060.1,1048.43,911.858,1125.94,307087,299838,289526,309717,319799,289526,87909.1
0,13,1000.18,884.13,832.536,1060.1,1048.04,832.536,1125.93,307087,276692,266113,309717,319702,266113,87907.9
1,13,1000.18,820.388,770.387,1060.1,1050.65,770.387,1125.94,307087,256930,245111,309718,319041,245111,87909.4
2,13,1000.18,880.787,828.02,1060.1,1040.31,828.02,1125.94,307087,275425,262552,309718,316469,262552,87909.1
5,13,1000.18,905.526,829.948,1060.1,1024.12,829.948,1125.94,307087,280717,263337,309718,313714,263337,87909.1
3,13,1000.18,892.794,838.602,1060.1,1043.05,838.602,1125.94,307087,279467,266326,309718,317736,266326,87909.1
4,13,1000.18,959.96,901.803,1060.1,1048.43,901.803,1125.94,307087,299838,293607,309717,319799,293607,87909.1
0,14,1000.18,884.13,831.476,1060.1,1048.04,831.476,1125.93,307087,276692,267086,309717,319702,267086,87907.9
1,14,1000.18,820.388,770.217,1060.1,1050.65,770.217,1125.94,307087,256930,245322,309718,319041,245322,87909.4
2,14,1000.18,880.787,827.241,1060.1,1040.31,827.241,1125.94,307087,275425,263054,309718,316469,263054,87909.1
5,14,1000.18,905.525,828.614,1060.1,1024.12,828.614,1125.94,307087,280717,264776,309718,313714,264776,87909.1
3,14,1000.18,892.794,838.207,1060.1,1043.05,838.207,1125.94,307087,279467,267707,309718,317736,267707,87909.1
4,14,1000.18,959.96,912.062,1060.1,1048.43,912.062,1125.94,307087,299838,289634,309717,319799,289634,87909.1
0,15,1000.18,884.13,832.382,1060.1,1048.04,832.382,1125.93,307087,276692,265976,309717,319702,265976,87907.9
1,15,1000.18,820.388,765.699,1060.1,1050.65,765.699,1125.94,307087,256930,247107,309718,319041,247107,87909.4
2,15,1000.18,880.787,825.592,1060.1,1040.31,825.592,1125.94,307087,275425,264205,309718,316469,264205,87909.1
5,15,1000.18,905.526,836.332,1060.1,1024.12,836.332,1125.94,307087,280717,263343,309718,313714,263343,87909.1
3,15,1000.18,892.794,835.855,1060.1,1043.05,835.855,1125.94,307087,279467,268557,309718,317736,268557,87909.1
4,15,1000.18,959.959,910.123,1060.1,1048.43,910.123,1125.94,307087,299838,290575,309717,319799,290575,87909.1
