rank,thr,uc_ct,uc_pt,uc_tt,ooc_ct,ooc_pt,ooc_tt,total_runtime,uc_ce,uc_pe,uc_te,ooc_ce,ooc_pe,ooc_te,total_energy
0,0,180.837,150.644,150.644,251.268,211.499,211.499,263.255,11896.8,21922.5,21922.5,56403.2,36375.7,36375.7,59178
34,0,180.837,114.677,114.677,251.268,209.14,209.14,263.128,11896.8,14524.8,14524.8,56410.6,36377.2,36377.2,59152.3
41,0,180.837,118.868,118.868,251.268,217.676,217.676,271.83,11896.8,15739.1,15739.1,56424.5,37915.9,37915.9,61084.2
53,0,180.837,112.748,112.748,251.268,219.765,219.765,271.586,11896.8,14010.1,14010.1,56425.1,38109.3,38109.3,61030.6
48,0,180.837,113.256,113.256,251.268,214.608,214.608,270.488,11896.8,13992.3,13992.3,56424.9,36844,36844,60788.6
19,0,180.837,113.157,113.157,251.268,215.686,215.686,270.369,11896.8,14009.2,14009.2,56410.3,37643.7,37643.7,60762.3
23,0,180.837,115.067,115.067,251.268,209.314,209.314,263.555,11896.8,14694.9,14694.9,56424.9,35966.3,35966.3,59242.9
46,0,180.837,115.328,115.328,251.268,218.266,218.266,272.784,11896.8,14680.6,14680.6,56424.7,37877.6,37877.6,61294
39,0,180.837,115.351,115.351,251.268,208.737,208.737,263.217,11896.8,14761.7,14761.7,56424.9,35847.4,35847.4,59170.1
28,0,180.837,108.775,108.775,251.268,212.649,212.649,263.103,11896.8,13176.6,13176.6,56425.8,36607.4,36607.4,59147.2
51,0,180.837,112.793,112.793,251.268,217.04,217.04,272.913,11896.8,13876.2,13876.2,56424.9,37363,37363,61321.9
8,0,180.837,110.421,110.421,251.268,211.144,211.144,263.117,11896.8,13614.3,13614.3,56411.1,36875.9,36875.9,59150.1
26,0,180.837,117.764,117.764,251.268,218.099,218.099,271.496,11896.8,15213.7,15213.7,56410.3,38308.1,38308.1,61010.6
59,0,180.837,113.506,113.506,251.268,207.737,207.737,263.155,11896.8,14183,14183,56425.4,35383.7,35383.7,59157.5
56,0,180.837,114.059,114.059,251.268,218.08,218.08,272.899,11896.8,14176.7,14176.7,56425.1,37604.7,37604.7,61318.8
9,0,180.837,113.358,113.358,251.268,210.453,210.453,263.302,11896.8,14303.1,14303.1,56410.8,36737.5,36737.5,59188.1
38,0,180.837,117.515,117.515,251.268,218.654,218.654,271.439,11896.8,15298.5,15298.5,56424.9,38056.1,38056.1,60998.3
1,0,180.837,78.8463,78.8463,251.268,226.492,226.492,263.302,11896.8,10014.8,10014.8,56403.2,43595.8,43595.8,59187.9
40,0,180.837,115.424,115.424,251.268,208.682,208.682,263.209,11896.8,14803.9,14803.9,56424.9,35863.6,35863.6,59168.4
44,0,180.837,112.606,112.606,251.268,208.806,208.806,263.322,11896.8,14121.2,14121.2,56425.4,35860.5,35860.5,59192.3
24,0,180.837,115.362,115.362,251.268,219.022,219.022,273.249,11896.8,14611.3,14611.3,56410.1,38477.7,38477.7,61395.4
30,0,180.837,116.022,116.022,251.268,221.194,221.194,275.808,11896.8,14812.8,14812.8,56424.7,38513,38513,61968.7
