rank,thr,uc_ct,uc_pt,uc_tt,ooc_ct,ooc_pt,ooc_tt,total_runtime,uc_ce,uc_pe,uc_te,ooc_ce,ooc_pe,ooc_te,total_energy
0,0,6.31674,6.0481,2.44623,14.0153,8.39261,4.79076,10.2443,371.618,395.373,377.528,1174.03,848.26,830.416,2176.85
7,0,6.31674,5.88051,2.81456,14.0153,8.54581,5.47985,10.2804,371.618,338.415,336.252,1164.69,860.486,858.323,2183.73
12,0,6.31674,5.03855,1.84523,14.0151,13.802,10.6087,15.0838,371.618,322.962,342.927,1187.76,2076.41,2096.37,3133.27
26,0,6.31674,5.779,2.69465,14.0153,9.05955,5.9752,10.7564,371.618,346.704,339.017,1176.61,986.565,978.878,2274.34
10,0,6.31674,4.87474,1.74762,14.0153,10.1082,6.98104,11.3466,371.618,304.719,316.459,1189.53,1361.48,1373.22,2390.82
21,0,6.31674,4.81422,1.70075,14.0151,8.67399,5.56052,9.9278,371.618,289.446,310.601,1189.84,1079.07,1100.22,2118.11
14,0,6.31674,4.82376,1.71945,14.0152,8.02063,4.91632,9.26178,371.618,301.556,328.688,1189.84,968.561,995.692,1996.02
18,0,6.31674,5.00182,1.7748,14.0151,11.5508,8.32374,12.8349,371.618,299.542,317.11,1188.07,1612.36,1629.93,2688.56
2,0,6.31674,4.79895,1.68901,14.0153,9.56269,6.45275,10.7912,371.618,301.605,326.682,1189.84,1266.19,1291.26,2281.25
15,0,6.31674,4.8631,1.71765,14.0153,9.62294,6.47749,10.8562,371.618,296.442,313.971,1189.53,1261.23,1278.76,2294.04
8,0,6.31674,4.84715,1.72843,14.0153,9.3665,6.24777,10.6022,371.618,287.354,302.581,1189.53,1203.44,1218.66,2244.64
17,0,6.31674,4.95502,1.76095,14.0153,9.72948,6.53541,10.985,371.618,302.809,331.967,1188.61,1266.85,1296.01,2319.2
9,0,6.31674,4.85571,1.72802,14.0153,9.45727,6.32958,10.6907,371.618,287.388,322.189,1189.84,1219.96,1254.76,2261.6
6,0,6.31674,4.9586,1.74027,14.0153,12.1172,8.89887,13.4013,371.618,282.441,308.537,1188.07,1717.59,1743.68,2801.1
