rank,thr,uc_ct,uc_pt,uc_tt,ooc_ct,ooc_pt,ooc_tt,total_runtime,uc_ce,uc_pe,uc_te,ooc_ce,ooc_pe,ooc_te,total_energy
0,0,588.996,539.63,498.307,618.465,613.952,572.632,682.15,166395,158131,156704,172120,175086,173659,195807
1,0,588.996,545.074,502.265,618.465,609.485,566.682,682.152,166395,159551,156375,172120,174008,170835,195807
2,1,588.995,545.831,503.36,618.464,606.514,503.36,682.153,166395,158658,150131,172120,171971,150131,195807
3,1,588.995,571.277,502.233,618.464,600.698,502.233,682.153,166395,163496,150905,172120,170793,150905,195807
1,1,588.994,545.073,503.315,618.464,609.484,503.315,682.152,166395,159551,151533,172120,174008,151533,195807
0,1,588.994,539.629,497.47,618.464,613.952,497.47,682.15,166395,158131,152037,172120,175086,152037,195807
2,2,588.995,545.831,506.835,618.464,606.514,506.835,682.153,166395,158658,148013,172120,171971,148013,195807
3,2,588.995,571.277,507.131,618.465,600.699,507.131,682.153,166395,163496,148323,172120,170793,148323,195807
1,2,588.995,545.074,500.525,618.464,609.485,500.525,682.152,166395,159551,152658,172120,174008,152658,195807
0,2,588.994,539.629,498.991,618.463,613.951,498.991,682.15,166395,158131,151515,172120,175086,151515,195807
2,3,588.995,545.831,502.335,618.464,606.515,502.335,682.153,166395,158658,150668,172120,171971,150668,195807
3,3,588.994,571.276,506.677,618.464,600.698,506.677,682.153,166395,163496,148808,172120,170793,148808,195807
1,3,588.994,545.073,502.497,618.463,609.484,502.497,682.152,166395,159551,152010,172120,174008,152010,195807
0,3,588.994,539.629,501.348,618.464,613.952,501.348,682.15,166395,158131,150367,172120,175086,150367,195807
2,4,588.995,545.831,502.745,618.465,606.515,502.745,682.153,166395,158658,150331,172120,171971,150331,195807
3,4,588.995,571.277,501.39,618.464,600.698,501.39,682.153,166395,163496,150923,172120,170793,150923,195807
1,4,588.994,545.073,505.654,618.463,609.484,505.654,682.152,166395,159551,150328,172120,174008,150328,195807
0,4,588.995,539.629,497.854,618.464,613.952,497.854,682.15,166395,158131,152036,172120,175086,152036,195807
2,5,588.994,545.83,500.612,618.464,606.514,500.612,682.153,166395,158658,151226,172120,171971,151226,195807
3,5,588.994,571.276,501.266,618.464,600.698,501.266,682.153,166395,163496,151251,172120,170793,151251,195807
1,5,588.994,545.073,506.586,618.464,609.485,506.586,682.152,166395,159551,149826,172120,174008,149826,195807
0,5,588.994,539.629,495.853,618.464,613.952,495.853,682.15,166395,158131,152711,172120,175086,152711,195807
2,6,588.994,545.83,505.012,618.464,606.514,505.012,682.153,166395,158658,148854,172120,171971,148854,195807
3,6,588.994,571.276,506.504,618.464,600.698,506.504,682.153,166395,163496,148280,172120,170793,148280,195807
1,6,588.994,545.073,502.743,618.463,609.484,502.743,682.152,166395,159551,151642,172120,174008,151642,195807
0,6,588.994,539.629,501.034,618.463,613.951,501.034,682.15,166395,158131,150409,172120,175086,150409,195807
2,7,588.995,545.831,505.824,618.464,606.514,505.824,682.153,166395,158658,148556,172120,171971,148556,195807
3,7,588.995,571.277,500.561,618.465,600.698,500.561,682.153,166395,163496,151668,172120,170793,151668,195807
1,7,588.994,545.073,506.21,618.464,609.484,506.21,682.152,166395,159551,150057,172120,174008,150057,195807
0,7,588.994,539.629,500.59,618.464,613.952,500.59,682.15,166395,158131,150680,172120,175086,150680,195807
2,8,588.995,545.831,500.398,618.465,606.515,500.398,682.153,166395,158658,151086,172120,171971,151086,195807
3,8,588.995,571.277,502.361,618.465,600.699,502.361,682.153,166395,163496,150588,172120,170793,150588,195807
1,8,588.994,545.073,500.919,618.464,609.484,500.919,682.152,166395,159551,152185,172120,174008,152185,195807
0,8,588.994,539.629,496.49,618.463,613.951,496.49,682.15,166395,158131,152392,172120,175086,152392,195807
2,9,588.994,545.83,506.544,618.464,606.514,506.544,682.153,166395,158658,148064,172120,171971,148064,195807
3,9,588.995,571.277,507.709,618.464,600.698,507.709,682.153,166395,163496,148128,172120,170793,148128,195807
1,9,588.994,545.073,506.535,618.464,609.484,506.535,682.152,166395,159551,150026,172120,174008,150026,195807
0,9,588.994,539.629,501.095,618.464,613.952,501.095,682.15,166395,158131,150408,172120,175086,150408,195807
2,10,588.994,545.831,505.614,618.464,606.514,505.614,682.153,166395,158658,148343,172120,171971,148343,195807
3,10,588.995,571.277,498.914,618.464,600.698,498.914,682.153,166395,163496,154026,172120,170793,154026,195807
1,10,588.994,545.073,497.362,618.463,609.484,497.362,682.152,166395,159551,154475,172120,174008,154475,195807
0,10,588.994,539.629,500.51,618.464,613.952,500.51,682.15,166395,158131,150737,172120,175086,150737,195807
2,11,588.995,545.831,506.828,618.465,606.515,506.828,682.153,166395,158658,148077,172120,171971,148077,195807
3,11,588.995,571.277,505.431,618.464,600.698,505.431,682.153,166395,163496,149206,172120,170793,149206,195807
1,11,588.994,545.073,504.637,618.464,609.484,504.637,682.152,166395,159551,150739,172120,174008,150739,195807
0,11,588.995,539.629,499.268,618.464,613.952,499.268,682.15,166395,158131,151207,172120,175086,151207,195807
2,12,588.995,545.831,504.12,618.465,606.515,504.12,682.153,166395,158658,150130,172120,171971,150130,195807
3,12,588.995,571.277,504.516,618.465,600.698,504.516,682.153,166395,163496,151732,172120,170793,151732,195807
1,12,588.994,545.073,505.966,618.464,609.484,505.966,682.152,166395,159551,150422,172120,174008,150422,195807
0,12,588.994,539.628,493.768,618.463,613.951,493.768,682.15,166395,158131,153513,172120,175086,153513,195807
2,13,588.994,545.83,503.841,618.464,606.514,503.841,682.153,166395,158658,150326,172120,171971,150326,195807
3,13,588.995,571.277,507.607,618.465,600.699,507.607,682.153,166395,163496,148231,172120,170793,148231,195807
1,13,588.994,545.073,505.022,618.464,609.485,505.022,682.152,166395,159551,151735,172120,174008,151735,195807
0,13,588.994,539.629,501.483,618.464,613.952,501.483,682.15,166395,158131,150833,172120,175086,150833,195807
2,14,588.995,545.831,502.655,618.465,606.515,502.655,682.153,166395,158658,150923,172120,171971,150923,195807
3,14,588.995,571.277,503.839,618.465,600.698,503.839,682.153,166395,163496,151660,172120,170793,151660,195807
1,14,588.994,545.073,504.711,618.463,609.484,504.711,682.152,166395,159551,153091,172120,174008,153091,195807
0,14,588.994,539.629,500.091,618.464,613.952,500.091,682.15,166395,158131,151618,172120,175086,151618,195807
2,15,588.994,545.83,498.172,618.464,606.514,498.172,682.153,166395,158658,152990,172120,171971,152990,195807
3,15,588.996,571.277,505.328,618.465,600.699,505.328,682.153,166395,163496,151100,172120,170793,151100,195807
1,15,588.994,545.073,504.699,618.464,609.484,504.699,682.152,166395,159551,151948,172120,174008,151948,195807
0,15,588.994,539.629,500.319,618.464,613.952,500.319,682.15,166395,158131,151521,172120,175086,151521,195807
2,16,588.995,545.831,503.933,618.464,606.514,503.933,682.153,166395,158658,150274,172120,171971,150274,195807
3,16,588.994,571.276,496.902,618.464,600.697,496.902,682.153,166395,163496,154059,172120,170793,154059,195807
1,16,588.994,545.073,496.306,618.463,609.484,496.306,682.152,166395,159551,154973,172120,174008,154973,195807
0,16,588.995,539.629,491.816,618.464,613.952,491.816,682.15,166395,158131,153968,172120,175086,153968,195807
2,17,588.995,545.831,496.485,618.465,606.515,496.485,682.153,166395,158658,153445,172120,171971,153445,195807
3,17,588.994,571.276,513.698,618.464,600.697,513.698,682.153,166395,163496,152735,172120,170793,152735,195807
1,17,588.995,545.074,504.622,618.464,609.485,504.622,682.152,166395,159551,151792,172120,174008,151792,195807
0,17,588.995,539.63,501.342,618.464,613.952,501.342,682.15,166395,158131,150822,172120,175086,150822,195807
2,18,588.995,545.831,503.491,618.464,606.514,503.491,682.153,166395,158658,150205,172120,171971,150205,195807
3,18,588.995,571.277,506.904,618.464,600.698,506.904,682.153,166395,163496,152013,172120,170793,152013,195807
1,18,588.995,545.074,503.48,618.464,609.485,503.48,682.152,166395,159551,152458,172120,174008,152458,195807
0,18,588.994,539.629,501.081,618.463,613.951,501.081,682.15,166395,158131,151034,172120,175086,151034,195807
2,19,588.995,545.831,504.166,618.465,606.515,504.166,682.153,166395,158658,150245,172120,171971,150245,195807
3,19,588.995,571.277,514.166,618.464,600.698,514.166,682.153,166395,163496,154133,172120,170793,154133,195807
1,19,588.995,545.073,505.065,618.464,609.485,505.065,682.152,166395,159551,151889,172120,174008,151889,195807
0,19,588.994,539.629,499.494,618.463,613.951,499.494,682.15,166395,158131,151734,172120,175086,151734,195807
