rank,thr,uc_ct,uc_pt,uc_tt,ooc_ct,ooc_pt,ooc_tt,total_runtime,uc_ce,uc_pe,uc_te,ooc_ce,ooc_pe,ooc_te,total_energy
0,0,1227.67,1168.94,1091.69,1290.48,1275.85,1198.65,1437.57,399416,395170,396489,416747,426555,427885,210925
3,0,1227.67,1209.81,1087.08,1290.48,1249.24,1126.52,1437.57,399416,397785,391970,416747,409800,403987,210925
0,1,1227.67,1168.94,1092.35,1290.48,1275.85,1092.35,1437.57,399416,395170,384603,416747,426555,384603,210925
1,1,1227.67,1144.24,1074.41,1290.48,1273.68,1074.41,1437.57,399416,391768,383726,416747,429482,383726,210925
3,1,1227.67,1209.81,1099.94,1290.48,1249.24,1099.94,1437.57,399416,397785,378629,416747,409800,378629,210925
2,1,1227.67,1169.07,1090.79,1290.48,1264.68,1090.79,1437.57,399416,388892,374496,416747,414615,374496,210925
0,2,1227.67,1168.94,1088.25,1290.48,1275.85,1088.25,1437.57,399416,395170,385946,416747,426555,385946,210925
1,2,1227.67,1144.24,1071.58,1290.48,1273.68,1071.58,1437.57,399416,391768,384611,416747,429482,384611,210925
3,2,1227.67,1209.81,1096.76,1290.48,1249.24,1096.76,1437.57,399416,397785,379449,416747,409800,379449,210925
2,2,1227.67,1169.07,1084.59,1290.48,1264.67,1084.59,1437.57,399416,388892,376607,416747,414615,376607,210925
0,3,1227.67,1168.94,1084.83,1290.48,1275.85,1084.83,1437.57,399416,395170,387653,416747,426555,387653,210925
1,3,1227.67,1144.24,1067.94,1290.48,1273.68,1067.94,1437.57,399416,391768,386365,416747,429482,386365,210925
3,3,1227.67,1209.81,1098.51,1290.48,1249.24,1098.51,1437.57,399416,397785,378720,416747,409800,378720,210925
2,3,1227.67,1169.07,1088.34,1290.48,1264.67,1088.34,1437.57,399416,388892,375841,416747,414615,375841,210925
0,4,1227.67,1168.94,1097.14,1290.48,1275.85,1097.14,1437.57,399416,395170,381117,416747,426555,381117,210925
1,4,1227.67,1144.24,1079.15,1290.48,1273.68,1079.15,1437.57,399416,391768,379935,416747,429482,379935,210925
3,4,1227.67,1209.81,1107.64,1290.48,1249.24,1107.64,1437.57,399416,397786,372826,416747,409801,372826,210925
2,4,1227.67,1169.07,1095.59,1290.48,1264.68,1095.59,1437.57,399416,388892,370123,416747,414615,370123,210925
0,5,1227.67,1168.94,1086.85,1290.48,1275.85,1086.85,1437.57,399416,395170,386872,416747,426555,386872,210925
1,5,1227.67,1144.24,1072.53,1290.48,1273.68,1072.53,1437.57,399416,391768,384415,416747,429482,384415,210925
3,5,1227.67,1209.81,1099.37,1290.48,1249.24,1099.37,1437.57,399416,397785,378430,416747,409800,378430,210925
2,5,1227.67,1169.07,1089.24,1290.48,1264.67,1089.24,1437.57,399416,388892,374323,416747,414615,374323,210925
0,6,1227.67,1168.94,1095.06,1290.48,1275.85,1095.06,1437.57,399416,395170,381893,416747,426555,381893,210925
