rank,thr,uc_ct,uc_pt,uc_tt,ooc_ct,ooc_pt,ooc_tt,total_runtime,uc_ce,uc_pe,uc_te,ooc_ce,ooc_pe,ooc_te,total_energy
0,0,3.77486,3.66485,3.62219,3.96586,3.89769,3.85502,3.92782,1357.38,1321.81,1308.67,1399.03,1394.08,1380.93,1409.81
7,0,3.77486,3.47673,3.44498,3.96586,3.90128,3.86953,3.93502,1357.38,1251.97,1242.89,1399.03,1397.9,1388.82,1413.27
12,0,3.77486,3.47084,3.45915,3.96586,3.90077,3.88908,3.9346,1357.38,1249.38,1245.58,1399.03,1395.46,1391.66,1413.92
9,0,3.77486,3.51769,3.49006,3.96586,3.9077,3.88007,3.93808,1357.38,1266.35,1260.61,1399.03,1397.18,1391.43,1413.92
2,0,3.77486,3.53556,3.51677,3.96586,3.90514,3.88636,3.93317,1357.38,1265.38,1263.37,1399.03,1393.95,1391.95,1411.82
18,0,3.77486,3.5663,3.55615,3.96586,3.90499,3.89484,3.93635,1357.38,1282.39,1281.16,1399.03,1399.55,1398.33,1413.27
33,0,3.77486,3.46711,3.45674,3.96586,3.90953,3.89915,3.94013,1357.38,1244.7,1245.11,1399.03,1399.89,1400.3,1415.01
10,0,3.77486,3.50424,3.46766,3.96586,3.90593,3.86935,3.93576,1357.38,1254.95,1245.12,1399.03,1395.09,1385.26,1413.27
19,0,3.77486,3.50711,3.49374,3.96586,3.90795,3.89458,3.93775,1357.38,1259.68,1253.64,1399.03,1398.03,1391.99,1413.92
23,0,3.77486,3.458,3.44522,3.96586,3.95471,3.94193,3.98919,1357.38,1241.26,1239.25,1399.03,1413.76,1411.74,1433.02
11,0,3.77486,3.45966,3.43772,3.96586,3.95896,3.93702,3.98778,1357.38,1240.18,1237.18,1399.03,1414.79,1411.79,1432.34
27,0,3.77486,3.44982,3.42975,3.96586,3.90392,3.88385,3.93467,1357.38,1233.9,1229.11,1399.03,1394.42,1389.64,1413.27
17,0,3.77486,3.46481,3.45071,3.96586,3.90461,3.89051,3.93428,1357.38,1244.76,1244.87,1399.03,1394.92,1395.03,1413.27
28,0,3.77486,3.4741,3.45884,3.96586,3.90086,3.8856,3.93495,1357.38,1241.94,1241.74,1399.03,1389.73,1389.52,1413.27
34,0,3.77486,3.47514,3.44919,3.96586,3.90362,3.87767,3.93306,1357.38,1249.68,1244.12,1399.03,1395.66,1390.1,1412.65
47,0,3.77486,3.56926,3.54943,3.96586,3.95448,3.93465,3.98764,1357.38,1279.34,1276.81,1399.03,1412.25,1409.72,1432.34
44,0,3.77486,3.47101,3.45532,3.96586,3.90312,3.88743,3.93703,1357.38,1242.58,1239.94,1399.03,1392.39,1389.76,1413.92
