rank,thr,uc_ct,uc_pt,uc_tt,ooc_ct,ooc_pt,ooc_tt,total_runtime,uc_ce,uc_pe,uc_te,ooc_ce,ooc_pe,ooc_te,total_energy
0,0,9.39989,7.25763,5.68979,9.57118,9.49683,7.92899,61.8992,2389.2,1960.13,1881.97,2376.49,2687.27,2609.11,3222.91
1,0,9.39989,6.28346,5.09644,9.57117,9.46727,8.28026,61.8991,2389.2,1643.18,1675.65,2375.37,2709.63,2742.09,3339.74
7,0,9.39989,6.48636,5.33946,9.57115,9.42727,8.28037,61.8991,2389.2,1684.04,1703.19,2377.19,2674.72,2693.88,4160.91
2,0,9.39989,6.37183,5.24687,9.57111,9.472,8.34703,61.8991,2389.2,1694.33,1711.46,2378.31,2730.57,2747.71,3304.23
5,0,9.39989,6.60072,5.51768,9.57114,9.43629,8.35325,61.8991,2389.2,1740.54,1727.79,2374.42,2685.98,2673.23,4343.1
12,0,9.39989,6.37025,5.19637,9.57111,9.44338,8.2695,61.8991,2389.2,1653.68,1695.83,2377.19,2695.13,2737.28,4106.93
14,0,9.39989,6.51088,5.32786,9.5711,9.44097,8.25795,61.8991,2389.2,1710.45,1717.23,2377.19,2693.41,2700.19,3681.67
6,0,9.39989,6.40002,5.22034,9.57111,9.43707,8.25739,61.8991,2389.2,1639.29,1670.09,2376.49,2656.16,2686.97,3376.13
13,0,9.39989,6.62991,5.4222,9.57113,9.44783,8.24012,61.8991,2389.2,1737.8,1744.6,2374.42,2686.34,2693.14,4204.59
10,0,9.39989,6.40248,5.22991,9.57114,9.47018,8.29761,61.8991,2389.2,1675.4,1693.45,2375.02,2699.21,2717.26,3492.94
4,0,9.39989,6.43022,5.31089,9.57112,9.43659,8.31727,61.8991,2389.2,1714.53,1692.43,2376.84,2723.74,2701.64,3690.84
15,0,9.39989,6.53221,5.34195,9.57113,9.4365,8.24625,61.8991,2389.2,1748.99,1739.22,2376.84,2726.7,2716.93,4086.58
9,1,9.37791,6.61901,5.80384,9.54869,9.46319,5.80384,61.8991,2384.01,1659.48,1656.67,2368.51,2614.55,1656.67,3594.88
8,1,9.38556,6.27083,5.42196,9.55633,9.45243,5.42196,61.8991,2385.26,1639.52,1582.38,2371.12,2705.38,1582.38,3339.74
3,0,9.39989,6.4493,5.29909,9.57115,9.47933,8.32912,61.8991,2389.2,1680.17,1722.8,2372.22,2695.16,2737.78,3689.06
11,1,9.37788,6.42274,5.57705,9.54867,9.45609,5.57705,61.8992,2383.5,1689.2,1581.19,2366.07,2706.49,1581.19,3678.36
