rank,thr,uc_ct,uc_pt,uc_tt,ooc_ct,ooc_pt,ooc_tt,total_runtime,uc_ce,uc_pe,uc_te,ooc_ce,ooc_pe,ooc_te,total_energy
0,0,3.75956,3.72353,3.69847,3.87494,3.86402,3.83896,3.91201,1335.12,1326.29,1323.26,1382.76,1372.08,1369.05,1403.1
,0,3.75956,3.68804,3.64516,3.87494,3.8617,3.81882,3.91345,1335.12,1312.94,1312.01,1382.76,1370.62,1369.69,1403.67
17,0,3.75956,3.66261,3.60889,3.87494,3.868,3.81427,3.91484,1335.12,1310.14,1302.17,1382.76,1376.43,1368.45,1403.67
9,0,3.75956,3.70865,3.64559,3.87494,3.869,3.80594,3.91376,1335.12,1320.31,1308.63,1382.76,1373.07,1361.4,1403.67
6,0,3.75956,3.64297,3.60389,3.87494,3.8609,3.82182,3.9147,1335.12,1299.72,1299.82,1382.76,1375.75,1375.85,1403.67
18,0,3.75956,3.71368,3.65028,3.87494,3.86655,3.80316,3.91366,1335.12,1323.92,1307.86,1382.76,1375.11,1359.05,1403.67
1,0,3.75956,3.64576,3.61377,3.87494,3.87032,3.83834,3.9145,1335.12,1304.43,1298.4,1382.76,1379.26,1373.23,1403.67
15,0,3.75956,3.61942,3.55876,3.87494,3.86384,3.80318,3.91514,1335.12,1292.94,1279.27,1382.76,1372.66,1358.99,1403.67
10,0,3.75956,3.64733,3.60535,3.87494,3.86694,3.82496,3.9139,1335.12,1298.95,1293.57,1382.76,1372.6,1367.23,1403.67
7,0,3.75956,3.61722,3.57714,3.87494,3.86255,3.82247,3.91465,1335.12,1291.44,1281.3,1382.76,1369.1,1358.97,1403.67
12,0,3.75956,3.59427,3.55741,3.87494,3.85755,3.82068,3.91389,1335.12,1284.77,1283.18,1382.76,1371.13,1369.54,1403.67
8,0,3.75956,3.61346,3.5649,3.87494,3.86763,3.81907,3.9138,1335.12,1290.98,1283.96,1382.76,1376.21,1369.18,1403.67
16,0,3.75956,3.62678,3.57402,3.87494,3.86843,3.81567,3.91383,1335.12,1292.51,1283.87,1382.76,1374.35,1365.72,1403.67
3,0,3.75956,3.65908,3.5972,3.87494,3.86814,3.80626,3.91412,1335.12,1307.93,1292.94,1382.76,1377.04,1362.05,1403.67
22,0,3.75956,3.6603,3.60611,3.87494,3.86153,3.80734,3.91355,1335.12,1307.74,1297.7,1382.76,1372.1,1362.06,1403.67
19,0,3.75956,3.69512,3.64849,3.87494,3.86698,3.82035,3.91377,1335.12,1320.38,1311.37,1382.76,1376.93,1367.92,1403.67
4,0,3.75956,3.60588,3.56876,3.87494,3.8597,3.82259,3.91377,1335.12,1286.49,1281.82,1382.76,1371.27,1366.6,1403.67
14,0,3.75956,3.59872,3.53211,3.87494,3.86129,3.79468,3.91355,1335.12,1287.46,1269.25,1382.76,1372.58,1354.36,1403.67
20,0,3.75956,3.64169,3.60494,3.87494,3.86021,3.82345,3.91335,1335.12,1294.56,1290.22,1382.76,1368.41,1364.08,1403.67
13,0,3.75956,3.61482,3.58107,3.87494,3.86117,3.82742,3.91383,1335.12,1294.33,1292.17,1382.76,1373.35,1371.19,1403.67
2,1,3.75895,3.57511,3.44152,3.87382,3.86865,3.44152,3.91492,1335.05,1277.43,1237.33,1382.26,1373.17,1237.33,1404.14
11,0,3.75956,3.59192,3.54018,3.87494,3.86351,3.81177,3.91384,1335.12,1281.03,1272.91,1382.76,1372.36,1364.24,1403.67
21,1,3.75939,3.65898,3.51236,3.87369,3.86121,3.51236,3.9136,1334.63,1300.68,1255.85,1380.52,1362.69,1255.85,1403.67
5,1,3.75897,3.60847,3.49675,3.87309,3.85922,3.49675,3.91354,1335.39,1292,1257.63,1372.6,1377.24,1257.63,1403.67
23,1,3.75927,3.68784,3.54073,3.87349,3.8615,3.54073,3.91345,1334.63,1312.94,1260.39,1372.27,1370.62,1260.39,1403.67
17,1,3.7592,3.66244,3.55574,3.87427,3.86783,3.55574,3.91484,1335.12,1310.14,1280.5,1382.76,1376.43,1280.5,1403.67
9,1,3.75918,3.70847,3.57051,3.87393,3.86882,3.57051,3.91376,1335.05,1320.31,1277.69,1372.2,1373.07,1277.69,1403.67
6,1,3.75868,3.64279,3.53063,3.87405,3.86072,3.53063,3.9147,1335.55,1299.72,1274.24,1382.76,1375.75,1274.24,1403.67
8,1,3.75907,3.61325,3.50309,3.87374,3.86741,3.50309,3.9138,1335.45,1290.49,1256.58,1373.05,1375.71,1256.58,1403.67
18,1,3.75938,3.7135,3.60511,3.87382,3.86637,3.60511,3.91366,1334.63,1323.43,1288.19,1372.99,1374.62,1288.19,1403.67
1,1,3.75917,3.64559,3.53968,3.87383,3.87015,3.53968,3.9145,1334.63,1303.93,1265.37,1382.66,1378.77,1265.37,1403.67
15,1,3.75809,3.61924,3.49974,3.87441,3.86365,3.49974,3.91514,1335.63,1292.94,1254.49,1383.15,1372.66,1254.49,1403.67
10,1,3.75897,3.64713,3.5302,3.87352,3.86675,3.5302,3.9139,1335.78,1298.95,1266.62,1372.6,1372.6,1266.62,1403.67
16,1,3.7591,3.6265,3.50264,3.8731,3.86815,3.50264,3.91383,1334.97,1292.51,1254.2,1381.67,1374.35,1254.2,1403.67
7,1,3.75904,3.61704,3.50387,3.87412,3.86237,3.50387,3.91465,1335.55,1291.44,1251.85,1382.76,1369.1,1251.85,1403.67
12,1,3.75817,3.59409,3.46687,3.87319,3.85736,3.46687,3.91389,1334.48,1284.77,1239.45,1381.25,1371.13,1239.45,1403.67
0,1,3.75865,3.72323,3.58543,3.87463,3.86371,3.58543,3.91201,1335.12,1326.29,1276.59,1382.76,1372.08,1276.59,1403.1
3,1,3.75921,3.65889,3.53956,3.87372,3.86795,3.53956,3.91412,1335.39,1307.44,1271.69,1382.61,1376.55,1271.69,1403.67
