rank,thr,uc_ct,uc_pt,uc_tt,ooc_ct,ooc_pt,ooc_tt,total_runtime,uc_ce,uc_pe,uc_te,ooc_ce,ooc_pe,ooc_te,total_energy
0,0,164.213,157.634,157.634,170.412,170.08,170.08,171.129,35363.1,33252.4,33252.4,42426.4,37550.8,37550.8,59856.4
892.4
71,0,164.213,120.549,120.549,170.412,169.991,169.991,171.139,35363.1,25779,25779,42426.4,42943.5,42943.5,59860.5
68,0,164.213,119.787,119.787,170.412,170.05,170.05,171.233,35363.1,25456.5,25456.5,42426.4,43032.9,43032.9,59893
29,0,164.213,122.499,122.499,170.412,169.964,169.964,171.145,35363.1,25855.1,25855.1,42426.4,42325.2,42325.2,59862.9
28,0,164.213,120.405,120.405,170.412,169.972,169.972,171.144,35363.1,25701.7,25701.7,42426.4,42933.9,42933.9,59862.4
54,0,164.213,118.808,118.808,170.412,170.064,170.064,171.234,35363.1,25383.5,25383.5,42426.4,43297.1,43297.1,59893
23,0,164.213,125.72,125.72,170.412,170.068,170.068,171.232,35363.1,27366.1,27366.1,42426.4,42847.9,42847.9,59893
70,0,164.213,117.441,117.441,170.412,170.021,170.021,171.138,35363.1,25278.3,25278.3,42426.4,43618,43618,59860.5
20,0,164.213,123.035,123.035,170.412,170.07,170.07,171.231,35363.1,26114.3,26114.3,42426.4,42518.5,42518.5,59892.4
49,0,164.213,114.427,114.427,170.412,170.133,170.133,171.145,35363.1,24008.3,24008.3,42426.4,43437.7,43437.7,59862.9
81,0,164.213,119.848,119.848,170.412,170.227,170.227,171.232,35363.1,25531.6,25531.6,42426.4,43114.7,43114.7,59892.4
43,0,164.213,124.055,124.055,170.412,170.164,170.164,171.23,35363.1,26401.9,26401.9,42426.4,42539.2,42539.2,59891.6
53,0,164.213,123.111,123.111,170.412,169.954,169.954,171.145,35363.1,26067.2,26067.2,42426.4,42300.7,42300.7,59862.9
65,0,164.213,115.612,115.612,170.412,170.164,170.164,171.138,35363.1,24158.9,24158.9,42426.4,43297,43297,59860.5
87,0,164.213,119.982,119.982,170.412,170.05,170.05,171.231,35363.1,25479.1,25479.1,42426.4,42942.9,42942.9,59892.4
60,0,164.213,116.401,116.401,170.412,170.027,170.027,171.138,35363.1,24310.6,24310.6,42426.4,43104.3,43104.3,59860.5
7,0,164.213,117.601,117.601,170.412,170.02,170.02,171.14,35363.1,24934.7,24934.7,42426.4,43237.3,43237.3,59861.2
