rank,thr,uc_ct,uc_pt,uc_tt,ooc_ct,ooc_pt,ooc_tt,total_runtime,uc_ce,uc_pe,uc_te,ooc_ce,ooc_pe,ooc_te,total_energy
0,0,14.9727,13.1046,9.05523,15.1711,15.088,11.0387,45.9495,3152.57,2661.59,2678.21,3087.79,3250.37,3267,4618.82
3,0,14.9727,11.1342,7.43291,15.1711,15.0777,11.3763,45.9495,3152.57,2097.46,2206.65,3089.08,3277.54,3386.73,4957.59
2,0,14.9727,11.3896,7.49863,15.1711,15.0548,11.1638,45.9495,3152.57,2148.52,2253.97,3089.81,3241.96,3347.41,4679.96
7,0,14.9727,11.1517,7.20272,15.1711,14.9947,11.0457,45.9495,3152.57,2048.27,2108.9,3091.72,3196.75,3257.37,4766.69
1,0,14.9727,11.7631,7.96537,15.1711,15.0891,11.2914,45.9495,3152.57,2215.15,2359.6,3088.19,3212.2,3356.64,4886.35
6,0,14.9727,11.1849,7.12603,15.1711,15.0012,10.9423,45.9495,3152.57,2048.93,2114.84,3090.87,3191.78,3257.68,4629.33
4,1,14.956,11.6386,8.80839,15.1538,15.0092,8.80839,45.9495,3145.77,2168.33,2080.76,3086.85,3176.02,2080.76,4742.47
5,1,14.9608,11.6037,8.78459,15.1586,14.9994,8.78459,45.9495,3146.22,2184.66,2054.16,3082.52,3199.4,2054.16,4882.68
3,1,14.967,11.1331,8.44033,15.1648,15.0716,8.44033,45.9495,3146.18,2097.28,1961.92,3087.5,3275.74,1961.92,4957.59
2,1,14.9637,11.3885,8.70162,15.1616,15.0458,8.70162,45.9495,3148.22,2148.48,2064.74,3082.78,3239.58,2064.74,4679.96
7,1,14.9561,11.15,8.27596,15.1538,14.9781,8.27596,45.9495,3146.18,2048.09,1961.88,3085.12,3192.31,1961.88,4766.69
1,1,14.971,11.7621,8.99109,15.1687,15.0867,8.99109,45.9495,3151.66,2214.57,2124.7,3087.28,3211.29,2124.7,4886.35
6,1,14.9588,11.1837,8.28304,15.1566,14.9878,8.28304,45.9495,3147.88,2048.75,1940.74,3090.43,3188.2,1940.74,4629.33
0,1,14.9707,13.1028,10.1005,15.1686,15.0858,10.1005,45.9495,3150.19,2661.09,2483.03,3085.32,3249.87,2483.03,4618.82
4,2,14.9563,11.6389,8.74576,15.1541,15.0095,8.74576,45.9495,3145.77,2168.33,2035.43,3086.85,3176.02,2035.43,4742.47
5,2,14.9609,11.6038,8.64913,15.1587,14.9995,8.64913,45.9495,3146.22,2184.66,2098.27,3082.52,3199.4,2098.27,4882.68
3,2,14.9674,11.1335,8.33798,15.1652,15.072,8.33798,45.9495,3146.18,2097.28,1953.11,3087.5,3275.74,1953.11,4957.59
2,2,14.9638,11.3885,8.54924,15.1617,15.0458,8.54924,45.9495,3148.08,2148.34,2031.88,3082.64,3239.44,2031.88,4679.96
7,2,14.9558,11.1497,8.11879,15.1535,14.9777,8.11879,45.9495,3146.18,2048.09,1921.05,3085.12,3192.31,1921.05,4766.69
1,2,14.9708,11.762,8.84213,15.1685,15.0866,8.84213,45.9495,3151.66,2214.57,2147.56,3087.28,3211.29,2147.56,4886.35
6,2,14.9592,11.1841,8.18515,15.157,14.9882,8.18515,45.9495,3147.88,2048.75,1897.09,3090.43,3188.2,1897.09,4629.33
0,2,14.9708,13.103,9.8573,15.1687,15.086,9.8573,45.9495,3150.19,2661.09,2581.12,3085.32,3249.87,2581.12,4618.82
4,3,14.9562,11.6388,8.46097,15.154,15.0094,8.46097,45.9495,3145.77,2168.33,2140.47,3086.85,3176.02,2140.47,4742.47
5,3,14.9607,11.6036,8.56066,15.1585,14.9993,8.56066,45.9495,3146.22,2184.66,2080.88,3082.52,3199.4,2080.88,4882.68
3,3,14.9671,11.1332,7.9911,15.1648,15.0717,7.9911,45.9495,3146.18,2097.28,2061.08,3087.5,3275.74,2061.08,4957.59
2,3,14.964,11.3888,8.7676,15.1619,15.046,8.7676,45.9495,3148.08,2148.34,2107.63,3082.64,3239.44,2107.63,4679.96
